지점,지점명,일시,기온(°C),습도(%),일조(hr),전운량(10분위)
90,속초,2021-01-01 1:00,-6.7,30,,0
90,속초,2021-01-01 2:00,-6.7,26,,0
90,속초,2021-01-01 3:00,-7.2,25,,0
90,속초,2021-01-01 4:00,-7.6,25,,2
90,속초,2021-01-01 5:00,-7.5,27,,1
90,속초,2021-01-01 6:00,-6.6,28,,0
90,속초,2021-01-01 7:00,-5.8,23,,0
90,속초,2021-01-01 8:00,-6.2,28,0.2,0
90,속초,2021-01-01 9:00,-4.2,29,1,2
90,속초,2021-01-01 10:00,-3.4,28,1,0
90,속초,2021-01-01 11:00,-1.9,29,1,0
90,속초,2021-01-01 12:00,-0.7,28,1,0
90,속초,2021-01-01 13:00,0.5,25,1,0
90,속초,2021-01-01 14:00,1.1,26,1,0
90,속초,2021-01-01 15:00,1.1,26,1,0
90,속초,2021-01-01 16:00,0.4,28,1,0
90,속초,2021-01-01 17:00,-0.6,29,0.8,0
90,속초,2021-01-01 18:00,-1,28,0,0
90,속초,2021-01-01 19:00,-1.6,26,,0
90,속초,2021-01-01 20:00,-1.7,26,,0
90,속초,2021-01-01 21:00,-1.9,28,,0
90,속초,2021-01-01 22:00,-1.8,29,,1
90,속초,2021-01-01 23:00,-2.1,33,,4
90,속초,2021-01-02 0:00,-2.4,29,,3
90,속초,2021-01-02 1:00,-2.4,27,,0
90,속초,2021-01-02 2:00,-2.7,24,,2
90,속초,2021-01-02 3:00,-3.4,19,,0
90,속초,2021-01-02 4:00,-3.7,21,,2
90,속초,2021-01-02 5:00,-4,19,,0
90,속초,2021-01-02 6:00,-4.6,18,,0
90,속초,2021-01-02 7:00,-5,18,,2
90,속초,2021-01-02 8:00,-5.7,20,0.2,0
90,속초,2021-01-02 9:00,-4.1,20,1,0
90,속초,2021-01-02 10:00,-2.5,13,1,0
90,속초,2021-01-02 11:00,-1.2,11,1,0
90,속초,2021-01-02 12:00,-0.7,11,1,0
90,속초,2021-01-02 13:00,0.4,11,1,0
90,속초,2021-01-02 14:00,0.4,10,1,0
90,속초,2021-01-02 15:00,0.9,10,1,0
90,속초,2021-01-02 16:00,0.3,12,1,0
90,속초,2021-01-02 17:00,-1.1,13,0.8,0
90,속초,2021-01-02 18:00,-1.9,15,0,0
90,속초,2021-01-02 19:00,-2.5,17,,0
90,속초,2021-01-02 20:00,-2.5,19,,0
90,속초,2021-01-02 21:00,-2.7,20,,0
90,속초,2021-01-02 22:00,-3.3,24,,0
90,속초,2021-01-02 23:00,-3.5,21,,0
90,속초,2021-01-03 0:00,-3.7,21,,0
90,속초,2021-01-03 1:00,-3.9,24,,0
90,속초,2021-01-03 2:00,-3.8,27,,0
90,속초,2021-01-03 3:00,-4.2,27,,0
90,속초,2021-01-03 4:00,-4.7,20,,0
90,속초,2021-01-03 5:00,-5.3,19,,0
90,속초,2021-01-03 6:00,-4.7,18,,2
90,속초,2021-01-03 7:00,-5.4,21,,1
90,속초,2021-01-03 8:00,-5,20,0.1,0
90,속초,2021-01-03 9:00,-3.9,20,1,0
90,속초,2021-01-03 10:00,-3.1,19,1,0
90,속초,2021-01-03 11:00,-1.9,19,1,0
90,속초,2021-01-03 12:00,-1.1,18,1,0
90,속초,2021-01-03 13:00,-0.5,18,1,0
90,속초,2021-01-03 14:00,-0.1,16,1,3
90,속초,2021-01-03 15:00,0.5,14,1,1
90,속초,2021-01-03 16:00,-0.6,16,0.9,4
90,속초,2021-01-03 17:00,-1.1,17,0.2,5
90,속초,2021-01-03 18:00,-1.6,17,0,2
90,속초,2021-01-03 19:00,-1.8,18,,0
90,속초,2021-01-03 20:00,-1.6,17,,0
90,속초,2021-01-03 21:00,-2,17,,0
90,속초,2021-01-03 22:00,-2.2,17,,1
90,속초,2021-01-03 23:00,-2.7,22,,0
90,속초,2021-01-04 0:00,-2.7,24,,1
90,속초,2021-01-04 1:00,-2.7,21,,0
90,속초,2021-01-04 2:00,-3.1,22,,0
90,속초,2021-01-04 3:00,-3.3,18,,1
90,속초,2021-01-04 4:00,-3.3,18,,0
90,속초,2021-01-04 5:00,-3.4,18,,1
90,속초,2021-01-04 6:00,-2.8,16,,1
90,속초,2021-01-04 7:00,-4,19,,4
90,속초,2021-01-04 8:00,-3.9,18,0,2
90,속초,2021-01-04 9:00,-3,18,0.9,2
90,속초,2021-01-04 10:00,-1.3,15,1,2
90,속초,2021-01-04 11:00,0.1,14,1,0
90,속초,2021-01-04 12:00,1.8,15,1,4
90,속초,2021-01-04 13:00,1.5,18,0.4,7
90,속초,2021-01-04 14:00,2.3,20,0.9,7
90,속초,2021-01-04 15:00,2.7,22,1,7
90,속초,2021-01-04 16:00,1.9,22,1,5
90,속초,2021-01-04 17:00,0.8,26,0.1,8
90,속초,2021-01-04 18:00,0,29,0,6
90,속초,2021-01-04 19:00,-1.2,31,,5
90,속초,2021-01-04 20:00,-2.3,34,,7
90,속초,2021-01-04 21:00,-1.2,35,,7
90,속초,2021-01-04 22:00,-0.7,44,,9
90,속초,2021-01-04 23:00,-1.2,44,,9
90,속초,2021-01-05 0:00,-1.1,48,,9
90,속초,2021-01-05 1:00,-1.5,54,,10
90,속초,2021-01-05 2:00,-1.7,56,,7
90,속초,2021-01-05 3:00,-2.8,59,,6
90,속초,2021-01-05 4:00,-2.9,56,,5
90,속초,2021-01-05 5:00,-3.7,58,,3
90,속초,2021-01-05 6:00,-2.5,48,,2
90,속초,2021-01-05 7:00,-2.5,46,,0
90,속초,2021-01-05 8:00,-2.4,34,0,7
90,속초,2021-01-05 9:00,-3,35,0.7,6
90,속초,2021-01-05 10:00,-2.9,26,0.9,0
90,속초,2021-01-05 11:00,-2,22,1,0
90,속초,2021-01-05 12:00,-1.1,20,1,0
90,속초,2021-01-05 13:00,-0.9,16,1,0
90,속초,2021-01-05 14:00,-0.4,15,1,0
90,속초,2021-01-05 15:00,-0.5,14,1,0
90,속초,2021-01-05 16:00,-0.9,13,1,0
90,속초,2021-01-05 17:00,-2.2,14,0.8,0
90,속초,2021-01-05 18:00,-3.4,17,0,0
90,속초,2021-01-05 19:00,-4,16,,0
90,속초,2021-01-05 20:00,-4.8,18,,0
90,속초,2021-01-05 21:00,-5.3,19,,0
90,속초,2021-01-05 22:00,-5.9,23,,0
90,속초,2021-01-05 23:00,-6.7,23,,0
90,속초,2021-01-06 0:00,-7,25,,0
90,속초,2021-01-06 1:00,-6.8,22,,1
90,속초,2021-01-06 2:00,-7.2,22,,0
90,속초,2021-01-06 3:00,-6.9,20,,1
90,속초,2021-01-06 4:00,-7.9,21,,0
90,속초,2021-01-06 5:00,-7.9,21,,1
90,속초,2021-01-06 6:00,-8.8,28,,0
90,속초,2021-01-06 7:00,-8.7,25,,0
90,속초,2021-01-06 8:00,-8.3,23,0.2,1
90,속초,2021-01-06 9:00,-7.4,23,1,0
90,속초,2021-01-06 10:00,-5.3,17,1,0
90,속초,2021-01-06 11:00,-4.9,17,1,0
90,속초,2021-01-06 12:00,-4.9,19,1,0
90,속초,2021-01-06 13:00,-3.3,16,1,0
90,속초,2021-01-06 14:00,-2.5,14,1,0
90,속초,2021-01-06 15:00,-2.7,15,1,0
90,속초,2021-01-06 16:00,-2.9,15,1,
90,속초,2021-01-06 17:00,-4,16,0.8,0
90,속초,2021-01-06 18:00,-5,18,0,3
90,속초,2021-01-06 19:00,-6.3,22,,1
90,속초,2021-01-06 20:00,-5.2,19,,4
90,속초,2021-01-06 21:00,-5.2,21,,4
90,속초,2021-01-06 22:00,-6.1,28,,6
90,속초,2021-01-06 23:00,-6.3,53,,7
90,속초,2021-01-07 0:00,-6.6,65,,9
90,속초,2021-01-07 1:00,-6.1,64,,10
90,속초,2021-01-07 2:00,-7.1,68,,8
90,속초,2021-01-07 3:00,-7.8,32,,6
90,속초,2021-01-07 4:00,-10.3,23,,7
90,속초,2021-01-07 5:00,-11.9,19,,2
90,속초,2021-01-07 6:00,-13,21,,0
90,속초,2021-01-07 7:00,-14.2,26,,0
90,속초,2021-01-07 8:00,-14.7,32,0.1,0
90,속초,2021-01-07 9:00,-14.1,25,1,0
90,속초,2021-01-07 10:00,-12.7,21,1,2
90,속초,2021-01-07 11:00,-11.9,24,1,0
90,속초,2021-01-07 12:00,-11.4,23,1,1
90,속초,2021-01-07 13:00,-10.2,20,1,1
90,속초,2021-01-07 14:00,-10,21,1,0
90,속초,2021-01-07 15:00,-10.3,22,1,0
90,속초,2021-01-07 16:00,-10.4,20,1,0
90,속초,2021-01-07 17:00,-11.8,21,0.9,0
90,속초,2021-01-07 18:00,-12.4,21,0,1
90,속초,2021-01-07 19:00,-13,21,,0
90,속초,2021-01-07 20:00,-13.3,21,,1
90,속초,2021-01-07 21:00,-13.8,22,,3
90,속초,2021-01-07 22:00,-13.8,21,,1
90,속초,2021-01-07 23:00,-13.9,19,,1
90,속초,2021-01-08 0:00,-14.4,21,,1
90,속초,2021-01-08 1:00,-14.7,21,,2
90,속초,2021-01-08 2:00,-14.5,23,,1
90,속초,2021-01-08 3:00,-15.4,26,,2
90,속초,2021-01-08 4:00,-16,27,,2
90,속초,2021-01-08 5:00,-15.6,25,,2
90,속초,2021-01-08 6:00,-16,26,,3
90,속초,2021-01-08 7:00,-15.8,26,,3
90,속초,2021-01-08 8:00,-15.2,24,0.1,2
90,속초,2021-01-08 9:00,-14.7,25,1,2
90,속초,2021-01-08 10:00,-12.6,22,1,1
90,속초,2021-01-08 11:00,-12.4,21,1,0
90,속초,2021-01-08 12:00,-11.7,20,1,1
90,속초,2021-01-08 13:00,-11,21,1,1
90,속초,2021-01-08 14:00,-9.7,19,1,0
90,속초,2021-01-08 15:00,-9.2,19,1,0
90,속초,2021-01-08 16:00,-9.5,19,1,0
90,속초,2021-01-08 17:00,-10.4,20,0.9,1
90,속초,2021-01-08 18:00,-11.1,22,0,1
90,속초,2021-01-08 19:00,-11.2,22,,1
90,속초,2021-01-08 20:00,-11.9,24,,0
90,속초,2021-01-08 21:00,-12.4,25,,0
90,속초,2021-01-08 22:00,-13.1,27,,2
90,속초,2021-01-08 23:00,-13.5,29,,2
90,속초,2021-01-09 0:00,-13.4,30,,1
90,속초,2021-01-09 1:00,-13.6,31,,2
90,속초,2021-01-09 2:00,-14.5,35,,2
90,속초,2021-01-09 3:00,-14.4,34,,2
90,속초,2021-01-09 4:00,-14.2,32,,3
90,속초,2021-01-09 5:00,-13.6,31,,1
90,속초,2021-01-09 6:00,-13.2,30,,0
90,속초,2021-01-09 7:00,-12.3,29,,2
90,속초,2021-01-09 8:00,-12.7,29,0.1,2
90,속초,2021-01-09 9:00,-11.9,29,1,1
90,속초,2021-01-09 10:00,-10,30,1,0
90,속초,2021-01-09 11:00,-8.3,23,1,0
90,속초,2021-01-09 12:00,-7.4,22,1,0
90,속초,2021-01-09 13:00,-6.6,21,1,0
90,속초,2021-01-09 14:00,-6.1,21,1,0
90,속초,2021-01-09 15:00,-5.9,22,1,0
90,속초,2021-01-09 16:00,-5.7,21,1,0
90,속초,2021-01-09 17:00,-7.5,25,0.9,0
90,속초,2021-01-09 18:00,-8.4,27,0,2
90,속초,2021-01-09 19:00,-8.9,27,,1
90,속초,2021-01-09 20:00,-8.9,28,,1
90,속초,2021-01-09 21:00,-9.4,29,,1
90,속초,2021-01-09 22:00,-9.4,29,,2
90,속초,2021-01-09 23:00,-9.8,31,,1
90,속초,2021-01-10 0:00,-10.7,34,,1
90,속초,2021-01-10 1:00,-10,32,,1
90,속초,2021-01-10 2:00,-10.2,34,,2
90,속초,2021-01-10 3:00,-10.7,35,,2
90,속초,2021-01-10 4:00,-11.2,38,,2
90,속초,2021-01-10 5:00,-9.8,34,,2
90,속초,2021-01-10 6:00,-10,35,,2
90,속초,2021-01-10 7:00,-10.7,42,,3
90,속초,2021-01-10 8:00,-9.5,34,0.1,3
90,속초,2021-01-10 9:00,-8.1,32,1,2
90,속초,2021-01-10 10:00,-6,28,1,2
90,속초,2021-01-10 11:00,-5,27,1,1
90,속초,2021-01-10 12:00,-3.1,25,1,5
90,속초,2021-01-10 13:00,-3.5,26,0.8,6
90,속초,2021-01-10 14:00,-2.8,27,0,5
90,속초,2021-01-10 15:00,-1.2,25,0.7,7
90,속초,2021-01-10 16:00,-1.8,26,1,6
90,속초,2021-01-10 17:00,-3,29,0.9,6
90,속초,2021-01-10 18:00,-3.5,30,0,3
90,속초,2021-01-10 19:00,-3.8,31,,1
90,속초,2021-01-10 20:00,-4,33,,0
90,속초,2021-01-10 21:00,-4.1,33,,0
90,속초,2021-01-10 22:00,-4.7,34,,0
90,속초,2021-01-10 23:00,-4.6,33,,0
90,속초,2021-01-11 0:00,-6.2,38,,0
90,속초,2021-01-11 1:00,-6.4,39,,0
90,속초,2021-01-11 2:00,-7.6,42,,1
90,속초,2021-01-11 3:00,-8.3,44,,1
90,속초,2021-01-11 4:00,-8.2,44,,1
90,속초,2021-01-11 5:00,-8.1,44,,0
90,속초,2021-01-11 6:00,-8.7,45,,1
90,속초,2021-01-11 7:00,-9,45,,4
90,속초,2021-01-11 8:00,-7.9,42,0,7
90,속초,2021-01-11 9:00,-6.2,39,0,8
90,속초,2021-01-11 10:00,-4.4,35,0,9
90,속초,2021-01-11 11:00,-2.7,29,0,9
90,속초,2021-01-11 12:00,-1.7,26,0,10
90,속초,2021-01-11 13:00,-1.1,24,0,10
90,속초,2021-01-11 14:00,-0.9,23,0,10
90,속초,2021-01-11 15:00,-1.3,23,0,10
90,속초,2021-01-11 16:00,-1.2,23,0,10
90,속초,2021-01-11 17:00,-2,24,0,9
90,속초,2021-01-11 18:00,-2.7,26,0,10
90,속초,2021-01-11 19:00,-3.3,28,,9
90,속초,2021-01-11 20:00,-3.8,28,,8
90,속초,2021-01-11 21:00,-3,25,,8
90,속초,2021-01-11 22:00,-2.3,33,,7
90,속초,2021-01-11 23:00,-2.7,35,,6
90,속초,2021-01-12 0:00,-3,31,,7
90,속초,2021-01-12 1:00,-3.2,28,,8
90,속초,2021-01-12 2:00,-2.7,28,,6
90,속초,2021-01-12 3:00,-2.5,31,,3
90,속초,2021-01-12 4:00,-3.5,35,,5
90,속초,2021-01-12 5:00,-3.8,38,,0
90,속초,2021-01-12 6:00,-3.6,39,,2
90,속초,2021-01-12 7:00,-4.3,41,,0
90,속초,2021-01-12 8:00,-4.1,41,0.1,0
90,속초,2021-01-12 9:00,-3,40,1,1
90,속초,2021-01-12 10:00,0.3,35,1,0
90,속초,2021-01-12 11:00,0.9,36,1,0
90,속초,2021-01-12 12:00,2,34,1,1
90,속초,2021-01-12 13:00,1.5,37,1,4
90,속초,2021-01-12 14:00,2,33,1,7
90,속초,2021-01-12 15:00,0.9,38,1,3
90,속초,2021-01-12 16:00,0.5,40,0.4,6
90,속초,2021-01-12 17:00,0.5,41,0.2,8
90,속초,2021-01-12 18:00,-0.3,50,0,9
90,속초,2021-01-12 19:00,0.1,55,,8
90,속초,2021-01-12 20:00,0.4,48,,7
90,속초,2021-01-12 21:00,-0.1,50,,3
90,속초,2021-01-12 22:00,0,50,,0
90,속초,2021-01-12 23:00,0,49,,0
90,속초,2021-01-13 0:00,-0.1,49,,0
90,속초,2021-01-13 1:00,1,44,,1
90,속초,2021-01-13 2:00,1.1,49,,0
90,속초,2021-01-13 3:00,2,46,,1
90,속초,2021-01-13 4:00,2.5,44,,0
90,속초,2021-01-13 5:00,1.8,47,,0
90,속초,2021-01-13 6:00,1.1,50,,3
90,속초,2021-01-13 7:00,2.5,44,,5
90,속초,2021-01-13 8:00,2.8,45,0,3
90,속초,2021-01-13 9:00,4.6,44,0.7,0
90,속초,2021-01-13 10:00,6.4,40,1,0
90,속초,2021-01-13 11:00,7,38,1,4
90,속초,2021-01-13 12:00,7.9,35,1,2
90,속초,2021-01-13 13:00,8.5,33,1,1
90,속초,2021-01-13 14:00,8.8,35,1,1
90,속초,2021-01-13 15:00,8.5,35,1,0
90,속초,2021-01-13 16:00,8.3,39,1,0
90,속초,2021-01-13 17:00,7.9,41,0.2,5
90,속초,2021-01-13 18:00,8,45,0,6
90,속초,2021-01-13 19:00,8.2,43,,1
90,속초,2021-01-13 20:00,7.9,42,,0
90,속초,2021-01-13 21:00,7.6,43,,0
90,속초,2021-01-13 22:00,7.3,42,,2
90,속초,2021-01-13 23:00,6.6,43,,0
90,속초,2021-01-14 0:00,6,33,,0
90,속초,2021-01-14 1:00,5.4,24,,0
90,속초,2021-01-14 2:00,4.2,24,,2
90,속초,2021-01-14 3:00,3,22,,0
90,속초,2021-01-14 4:00,2.5,19,,0
90,속초,2021-01-14 5:00,2.3,18,,0
90,속초,2021-01-14 6:00,2.8,13,,0
90,속초,2021-01-14 7:00,2.3,14,,0
90,속초,2021-01-14 8:00,2.1,13,0,1
90,속초,2021-01-14 9:00,2.9,15,0.8,2
90,속초,2021-01-14 10:00,4.9,15,1,2
90,속초,2021-01-14 11:00,5.6,21,1,4
90,속초,2021-01-14 12:00,5.6,24,1,1
90,속초,2021-01-14 13:00,5.8,26,1,0
90,속초,2021-01-14 14:00,5.3,32,1,3
90,속초,2021-01-14 15:00,4.9,39,1,5
90,속초,2021-01-14 16:00,4.7,37,1,7
90,속초,2021-01-14 17:00,3.8,45,0.2,6
90,속초,2021-01-14 18:00,2.9,48,0,4
90,속초,2021-01-14 19:00,1.5,49,,2
90,속초,2021-01-14 20:00,-0.3,54,,1
90,속초,2021-01-14 21:00,-1.2,59,,0
90,속초,2021-01-14 22:00,-0.5,62,,1
90,속초,2021-01-14 23:00,0.4,63,,8
90,속초,2021-01-15 0:00,1.4,64,,8
90,속초,2021-01-15 1:00,1.8,66,,10
90,속초,2021-01-15 2:00,1.3,71,,9
90,속초,2021-01-15 3:00,0.6,76,,1
90,속초,2021-01-15 4:00,0.5,79,,2
90,속초,2021-01-15 5:00,0.5,83,,2
90,속초,2021-01-15 6:00,0.8,80,,7
90,속초,2021-01-15 7:00,0.6,79,,8
90,속초,2021-01-15 8:00,0.4,79,0,6
90,속초,2021-01-15 9:00,1.1,72,0.4,3
90,속초,2021-01-15 10:00,2.1,66,0.4,10
90,속초,2021-01-15 11:00,3.5,66,0.4,4
90,속초,2021-01-15 12:00,4.5,69,0.7,5
90,속초,2021-01-15 13:00,3.5,74,0.7,8
90,속초,2021-01-15 14:00,3.1,81,0.3,9
90,속초,2021-01-15 15:00,3.1,83,0.3,9
90,속초,2021-01-15 16:00,3.3,88,0,7
90,속초,2021-01-15 17:00,2.9,90,0,8
90,속초,2021-01-15 18:00,3.1,92,0,9
90,속초,2021-01-15 19:00,4.6,91,,7
90,속초,2021-01-15 20:00,3.3,86,,8
90,속초,2021-01-15 21:00,7.3,35,,6
90,속초,2021-01-15 22:00,6.1,37,,5
90,속초,2021-01-15 23:00,5.4,38,,10
90,속초,2021-01-16 0:00,4.7,38,,7
90,속초,2021-01-16 1:00,4.3,36,,6
90,속초,2021-01-16 2:00,3.5,34,,0
90,속초,2021-01-16 3:00,2.9,47,,0
90,속초,2021-01-16 4:00,2,44,,0
90,속초,2021-01-16 5:00,1,45,,0
90,속초,2021-01-16 6:00,0.5,44,,4
90,속초,2021-01-16 7:00,-0.8,48,,7
90,속초,2021-01-16 8:00,-1.2,51,0,7
90,속초,2021-01-16 9:00,-0.6,48,0.5,5
90,속초,2021-01-16 10:00,0.7,43,1,4
90,속초,2021-01-16 11:00,1.7,38,1,3
90,속초,2021-01-16 12:00,2.7,34,1,1
90,속초,2021-01-16 13:00,1.9,30,1,0
90,속초,2021-01-16 14:00,2.6,30,1,6
90,속초,2021-01-16 15:00,2.1,29,1,5
90,속초,2021-01-16 16:00,1.1,29,1,6
90,속초,2021-01-16 17:00,-0.2,32,1,4
90,속초,2021-01-16 18:00,-0.9,25,0,2
90,속초,2021-01-16 19:00,-1.7,29,,0
90,속초,2021-01-16 20:00,-2.4,26,,0
90,속초,2021-01-16 21:00,-3,28,,0
90,속초,2021-01-16 22:00,-3.4,26,,0
90,속초,2021-01-16 23:00,-4.2,26,,1
90,속초,2021-01-17 0:00,-5.2,27,,2
90,속초,2021-01-17 1:00,-5.6,27,,0
90,속초,2021-01-17 2:00,-5.7,28,,4
90,속초,2021-01-17 3:00,-6.3,28,,2
90,속초,2021-01-17 4:00,-6.1,25,,4
90,속초,2021-01-17 5:00,-6.6,25,,0
90,속초,2021-01-17 6:00,-6.8,27,,0
90,속초,2021-01-17 7:00,-6.5,25,,0
90,속초,2021-01-17 8:00,-6.6,25,0.2,0
90,속초,2021-01-17 9:00,-5.1,23,1,0
90,속초,2021-01-17 10:00,-4.3,25,1,0
90,속초,2021-01-17 11:00,-3.5,26,1,0
90,속초,2021-01-17 12:00,-2.6,20,1,0
90,속초,2021-01-17 13:00,-1.9,18,1,0
90,속초,2021-01-17 14:00,-0.9,19,1,0
90,속초,2021-01-17 15:00,-1.1,22,1,0
90,속초,2021-01-17 16:00,-1.1,23,1,0
90,속초,2021-01-17 17:00,-2.1,25,1,0
90,속초,2021-01-17 18:00,-2.5,29,0,0
90,속초,2021-01-17 19:00,-2.8,30,,0
90,속초,2021-01-17 20:00,-3.2,35,,1
90,속초,2021-01-17 21:00,-3.2,39,,2
90,속초,2021-01-17 22:00,-3,41,,2
90,속초,2021-01-17 23:00,-3.2,46,,6
90,속초,2021-01-18 0:00,-3.3,49,,5
90,속초,2021-01-18 1:00,-3.3,49,,7
90,속초,2021-01-18 2:00,-3.2,49,,2
90,속초,2021-01-18 3:00,-3.6,51,,8
90,속초,2021-01-18 4:00,-3.8,53,,6
90,속초,2021-01-18 5:00,-3.7,56,,8
90,속초,2021-01-18 6:00,-3.5,57,,7
90,속초,2021-01-18 7:00,-5.2,61,,7
90,속초,2021-01-18 8:00,-2.3,61,0,7
90,속초,2021-01-18 9:00,-1.6,57,0.2,5
90,속초,2021-01-18 10:00,0.4,46,0.6,5
90,속초,2021-01-18 11:00,1.3,44,1,5
90,속초,2021-01-18 12:00,1.8,42,1,3
90,속초,2021-01-18 13:00,1,48,0.8,5
90,속초,2021-01-18 14:00,0.1,59,0,9
90,속초,2021-01-18 15:00,-0.3,54,0.1,6
90,속초,2021-01-18 16:00,-1.2,46,0,6
90,속초,2021-01-18 17:00,-1.5,33,0,7
90,속초,2021-01-18 18:00,-2,20,0,3
90,속초,2021-01-18 19:00,-2.9,24,,4
90,속초,2021-01-18 20:00,-3.8,25,,3
90,속초,2021-01-18 21:00,-5.1,27,,6
90,속초,2021-01-18 22:00,-5.6,27,,8
90,속초,2021-01-18 23:00,-6.4,29,,4
90,속초,2021-01-19 0:00,-6.9,30,,2
90,속초,2021-01-19 1:00,-7.6,32,,3
90,속초,2021-01-19 2:00,-7.8,32,,4
90,속초,2021-01-19 3:00,-9,37,,4
90,속초,2021-01-19 4:00,-9.7,38,,3
90,속초,2021-01-19 5:00,-9.5,40,,1
90,속초,2021-01-19 6:00,-10.6,43,,3
90,속초,2021-01-19 7:00,-9.3,37,,2
90,속초,2021-01-19 8:00,-10.6,42,0,4
90,속초,2021-01-19 9:00,-8.1,35,1,3
90,속초,2021-01-19 10:00,-6,30,1,4
90,속초,2021-01-19 11:00,-4.4,35,1,4
90,속초,2021-01-19 12:00,-3.7,38,1,2
90,속초,2021-01-19 13:00,-2.9,41,1,1
90,속초,2021-01-19 14:00,-2.7,42,1,0
90,속초,2021-01-19 15:00,-2.7,42,1,1
90,속초,2021-01-19 16:00,-2.3,48,1,1
90,속초,2021-01-19 17:00,-3.1,52,1,1
90,속초,2021-01-19 18:00,-3.8,56,0,1
90,속초,2021-01-19 19:00,-4.7,57,,0
90,속초,2021-01-19 20:00,-5.4,58,,1
90,속초,2021-01-19 21:00,-5.5,58,,1
90,속초,2021-01-19 22:00,-5.7,57,,0
90,속초,2021-01-19 23:00,-5.3,53,,1
90,속초,2021-01-20 0:00,-5.2,45,,0
90,속초,2021-01-20 1:00,-3.8,32,,0
90,속초,2021-01-20 2:00,-5.4,37,,0
90,속초,2021-01-20 3:00,-5,36,,0
90,속초,2021-01-20 4:00,-3.5,31,,0
90,속초,2021-01-20 5:00,-3.3,30,,1
90,속초,2021-01-20 6:00,-4.8,34,,1
90,속초,2021-01-20 7:00,-3,31,,1
90,속초,2021-01-20 8:00,-1.6,30,0,1
90,속초,2021-01-20 9:00,-1.2,31,0.7,0
90,속초,2021-01-20 10:00,2.4,28,1,0
90,속초,2021-01-20 11:00,4.7,26,1,0
90,속초,2021-01-20 12:00,4.6,27,1,0
90,속초,2021-01-20 13:00,6.8,37,1,0
90,속초,2021-01-20 14:00,6.6,43,1,0
90,속초,2021-01-20 15:00,7,48,1,0
90,속초,2021-01-20 16:00,7,54,1,0
90,속초,2021-01-20 17:00,5.9,59,1,2
90,속초,2021-01-20 18:00,4.9,59,0,7
90,속초,2021-01-20 19:00,2.1,54,,6
90,속초,2021-01-20 20:00,1.6,48,,4
90,속초,2021-01-20 21:00,1.8,43,,1
90,속초,2021-01-20 22:00,1.6,43,,0
90,속초,2021-01-20 23:00,0.7,45,,1
90,속초,2021-01-21 0:00,0.8,43,,0
90,속초,2021-01-21 1:00,4.4,37,,0
90,속초,2021-01-21 2:00,5.8,44,,3
90,속초,2021-01-21 3:00,6.4,47,,1
90,속초,2021-01-21 4:00,4,49,,0
90,속초,2021-01-21 5:00,2.2,51,,1
90,속초,2021-01-21 6:00,4.1,55,,3
90,속초,2021-01-21 7:00,7.5,45,,0
90,속초,2021-01-21 8:00,7.7,46,0.2,8
90,속초,2021-01-21 9:00,6,52,0.3,8
90,속초,2021-01-21 10:00,6.9,56,0.1,10
90,속초,2021-01-21 11:00,8.3,60,0.1,9
90,속초,2021-01-21 12:00,8,64,0,9
90,속초,2021-01-21 13:00,8.7,60,0,10
90,속초,2021-01-21 14:00,8.9,56,0,10
90,속초,2021-01-21 15:00,9.3,57,0,10
90,속초,2021-01-21 16:00,9.3,58,0,10
90,속초,2021-01-21 17:00,7.8,70,0,10
90,속초,2021-01-21 18:00,6.8,83,0,10
90,속초,2021-01-21 19:00,6.7,79,,10
90,속초,2021-01-21 20:00,6.3,79,,10
90,속초,2021-01-21 21:00,5.5,80,,9
90,속초,2021-01-21 22:00,5,84,,10
90,속초,2021-01-21 23:00,4.9,85,,10
90,속초,2021-01-22 0:00,5.1,85,,10
90,속초,2021-01-22 1:00,4.5,86,,10
90,속초,2021-01-22 2:00,6,85,,10
90,속초,2021-01-22 3:00,5.2,86,,9
90,속초,2021-01-22 4:00,3.7,89,,7
90,속초,2021-01-22 5:00,4,90,,5
90,속초,2021-01-22 6:00,5.6,81,,4
90,속초,2021-01-22 7:00,4,85,,1
90,속초,2021-01-22 8:00,2.5,87,0,2
90,속초,2021-01-22 9:00,3.8,86,0.9,3
90,속초,2021-01-22 10:00,5.9,75,1,4
90,속초,2021-01-22 11:00,7.3,79,0.6,7
90,속초,2021-01-22 12:00,6.7,80,0.9,7
90,속초,2021-01-22 13:00,6.8,83,0.1,8
90,속초,2021-01-22 14:00,6.4,86,0,10
90,속초,2021-01-22 15:00,5.6,88,0,10
90,속초,2021-01-22 16:00,5.3,87,0,9
90,속초,2021-01-22 17:00,5,88,0,8
90,속초,2021-01-22 18:00,4.9,90,0,9
90,속초,2021-01-22 19:00,4.5,93,,6
90,속초,2021-01-22 20:00,4.3,95,,10
90,속초,2021-01-22 21:00,3.8,95,,9
90,속초,2021-01-22 22:00,3.8,96,,10
90,속초,2021-01-22 23:00,3.9,95,,10
90,속초,2021-01-23 0:00,4,95,,10
90,속초,2021-01-23 1:00,4.7,93,,10
90,속초,2021-01-23 2:00,4,93,,10
90,속초,2021-01-23 3:00,3.3,94,,10
90,속초,2021-01-23 4:00,2.3,94,,10
90,속초,2021-01-23 5:00,2,94,,9
90,속초,2021-01-23 6:00,1.7,94,,10
90,속초,2021-01-23 7:00,1.4,94,,8
