지점,지점명,일시,기온(°C),습도(%),일조(hr),전운량(10분위)
236,부여,2021-01-20 16:00,8.1,31,1,2
236,부여,2021-01-20 17:00,7,37,0.9,1
236,부여,2021-01-20 18:00,3.3,52,0,4
236,부여,2021-01-20 19:00,0.6,71,,7
236,부여,2021-01-20 20:00,-0.9,76,,6
236,부여,2021-01-20 21:00,-2.1,83,,4
236,부여,2021-01-20 22:00,-2.5,85,,0
236,부여,2021-01-20 23:00,-2.5,84,,0
236,부여,2021-01-21 0:00,-1.7,81,,9
236,부여,2021-01-21 1:00,-0.4,74,,9
236,부여,2021-01-21 2:00,-0.1,74,,10
236,부여,2021-01-21 3:00,0.4,68,,10
236,부여,2021-01-21 4:00,0.3,70,,10
236,부여,2021-01-21 5:00,0.1,72,,9
236,부여,2021-01-21 6:00,-0.2,78,,9
236,부여,2021-01-21 7:00,0.6,72,,9
236,부여,2021-01-21 8:00,-0.8,76,0,4
236,부여,2021-01-21 9:00,1.2,69,0.6,0
236,부여,2021-01-21 10:00,4.4,50,0.8,5
236,부여,2021-01-21 11:00,6.2,48,0.5,7
236,부여,2021-01-21 12:00,6.6,49,0,10
236,부여,2021-01-21 13:00,7.2,52,0,10
236,부여,2021-01-21 14:00,6.8,67,0,10
236,부여,2021-01-21 15:00,6.2,73,0,10
236,부여,2021-01-21 16:00,5.7,86,0,9
236,부여,2021-01-21 17:00,4.6,96,0,2
236,부여,2021-01-21 18:00,4.2,99,0,10
236,부여,2021-01-21 19:00,3.8,99,,10
236,부여,2021-01-21 20:00,3.9,100,,4
236,부여,2021-01-21 21:00,3.7,100,,0
236,부여,2021-01-21 22:00,3.7,100,,10
236,부여,2021-01-21 23:00,4.2,100,,10
236,부여,2021-01-22 0:00,4.3,100,,10
236,부여,2021-01-22 1:00,4.5,100,,8
236,부여,2021-01-22 2:00,4.1,100,,8
236,부여,2021-01-22 3:00,5.1,100,,8
236,부여,2021-01-22 4:00,4.3,100,,8
236,부여,2021-01-22 5:00,4.1,100,,9
236,부여,2021-01-22 6:00,4.1,100,,0
236,부여,2021-01-22 7:00,4.1,100,,1
236,부여,2021-01-22 8:00,4.4,100,0,3
236,부여,2021-01-22 9:00,5,100,0,10
236,부여,2021-01-22 10:00,6.7,100,0,9
236,부여,2021-01-22 11:00,8.1,91,0.5,9
236,부여,2021-01-22 12:00,10.1,86,0.6,8
236,부여,2021-01-22 13:00,11.2,80,0.9,7
236,부여,2021-01-22 14:00,12,71,1,7
236,부여,2021-01-22 15:00,12.1,72,0.9,8
236,부여,2021-01-22 16:00,12.1,74,0.5,9
236,부여,2021-01-22 17:00,9.5,85,0.1,10
236,부여,2021-01-22 18:00,8.3,89,0,10
236,부여,2021-01-22 19:00,7.9,90,,9
236,부여,2021-01-22 20:00,7.6,89,,10
236,부여,2021-01-22 21:00,7.4,90,,9
236,부여,2021-01-22 22:00,7.2,92,,10
236,부여,2021-01-22 23:00,7.2,91,,6
236,부여,2021-01-23 0:00,7,92,,0
236,부여,2021-01-23 1:00,7.1,94,,3
236,부여,2021-01-23 2:00,7.1,93,,9
236,부여,2021-01-23 3:00,7,93,,10
236,부여,2021-01-23 4:00,6.9,94,,8
236,부여,2021-01-23 5:00,6.8,93,,8
236,부여,2021-01-23 6:00,6.9,91,,6
236,부여,2021-01-23 7:00,6.8,87,,9
236,부여,2021-01-23 8:00,6.5,87,0,8
236,부여,2021-01-23 9:00,6.8,84,0,8
236,부여,2021-01-23 10:00,7.4,80,0,7
236,부여,2021-01-23 11:00,8.7,76,0,9
236,부여,2021-01-23 12:00,10.3,72,0,9
236,부여,2021-01-23 13:00,11.3,69,0,9
236,부여,2021-01-23 14:00,11.8,67,0,10
236,부여,2021-01-23 15:00,12.4,65,0,10
236,부여,2021-01-23 16:00,12.5,62,0,10
236,부여,2021-01-23 17:00,12.2,62,0,9
236,부여,2021-01-23 18:00,11.6,63,0,10
236,부여,2021-01-23 19:00,10.9,64,,10
236,부여,2021-01-23 20:00,10.7,63,,10
236,부여,2021-01-23 21:00,10.1,65,,10
236,부여,2021-01-23 22:00,9.5,66,,10
236,부여,2021-01-23 23:00,9.1,67,,9
236,부여,2021-01-24 0:00,8.3,70,,10
236,부여,2021-01-24 1:00,7.8,71,,10
236,부여,2021-01-24 2:00,6.9,73,,5
236,부여,2021-01-24 3:00,6,75,,3
236,부여,2021-01-24 4:00,5.4,77,,0
236,부여,2021-01-24 5:00,5.1,76,,0
236,부여,2021-01-24 6:00,4.6,78,,0
236,부여,2021-01-24 7:00,4.5,77,,0
236,부여,2021-01-24 8:00,4.1,78,0,0
236,부여,2021-01-24 9:00,5.1,75,0.9,0
236,부여,2021-01-24 10:00,7.2,67,1,0
236,부여,2021-01-24 11:00,9.4,60,1,0
236,부여,2021-01-24 12:00,11.6,53,1,0
236,부여,2021-01-24 13:00,12.4,47,1,0
236,부여,2021-01-24 14:00,12.7,48,1,5
236,부여,2021-01-24 15:00,13.1,45,1,5
236,부여,2021-01-24 16:00,13.3,44,1,6
236,부여,2021-01-24 17:00,12.4,47,0.7,7
236,부여,2021-01-24 18:00,10.9,52,0.1,0
236,부여,2021-01-24 19:00,10.2,55,,7
236,부여,2021-01-24 20:00,8.7,60,,5
236,부여,2021-01-24 21:00,8.2,61,,6
236,부여,2021-01-24 22:00,7.4,64,,6
236,부여,2021-01-24 23:00,7.4,64,,5
236,부여,2021-01-25 0:00,4.2,80,,9
236,부여,2021-01-25 1:00,3.3,85,,8
236,부여,2021-01-25 2:00,1.9,90,,9
236,부여,2021-01-25 3:00,2.4,87,,10
236,부여,2021-01-25 4:00,4.3,78,,10
236,부여,2021-01-25 5:00,3.3,83,,10
236,부여,2021-01-25 6:00,1.7,93,,10
236,부여,2021-01-25 7:00,3.6,82,,5
236,부여,2021-01-25 8:00,3.5,84,0,1
236,부여,2021-01-25 9:00,5.3,76,0.8,8
236,부여,2021-01-25 10:00,7.7,67,1,7
236,부여,2021-01-25 11:00,9.8,59,1,5
236,부여,2021-01-25 12:00,10.9,55,1,5
236,부여,2021-01-25 13:00,12.3,49,0.6,7
236,부여,2021-01-25 14:00,13.2,44,1,5
236,부여,2021-01-25 15:00,14.6,39,1,6
236,부여,2021-01-25 16:00,15.1,37,1,0
236,부여,2021-01-25 17:00,13.4,42,0.5,5
236,부여,2021-01-25 18:00,9.3,67,0,5
236,부여,2021-01-25 19:00,7.7,72,,7
236,부여,2021-01-25 20:00,5.7,80,,6
236,부여,2021-01-25 21:00,3.8,90,,5
236,부여,2021-01-25 22:00,3.5,89,,1
236,부여,2021-01-25 23:00,2.7,93,,9
236,부여,2021-01-26 0:00,2.6,93,,9
236,부여,2021-01-26 1:00,2.5,94,,10
236,부여,2021-01-26 2:00,2.8,93,,10
236,부여,2021-01-26 3:00,3,92,,10
236,부여,2021-01-26 4:00,2.8,94,,10
236,부여,2021-01-26 5:00,3.3,92,,10
236,부여,2021-01-26 6:00,3.3,93,,10
236,부여,2021-01-26 7:00,3.7,90,,10
236,부여,2021-01-26 8:00,3.6,94,0,10
236,부여,2021-01-26 9:00,3.8,96,0,10
236,부여,2021-01-26 10:00,4.1,96,0,10
236,부여,2021-01-26 11:00,4.4,97,0,10
236,부여,2021-01-26 12:00,5.6,96,0,10
236,부여,2021-01-26 13:00,5.9,93,0,10
236,부여,2021-01-26 14:00,7.1,86,0,10
236,부여,2021-01-26 15:00,7.2,87,0,9
236,부여,2021-01-26 16:00,7.2,89,0,10
236,부여,2021-01-26 17:00,7.4,89,0,10
236,부여,2021-01-26 18:00,6.2,88,0,10
236,부여,2021-01-26 19:00,5.5,87,,10
236,부여,2021-01-26 20:00,4.9,83,,10
236,부여,2021-01-26 21:00,4.9,80,,9
236,부여,2021-01-26 22:00,4.9,81,,9
236,부여,2021-01-26 23:00,4.7,84,,9
236,부여,2021-01-27 0:00,4.1,80,,7
236,부여,2021-01-27 1:00,3.4,80,,8
236,부여,2021-01-27 2:00,2.5,85,,10
236,부여,2021-01-27 3:00,1.3,91,,9
236,부여,2021-01-27 4:00,0.5,95,,9
236,부여,2021-01-27 5:00,0,98,,9
236,부여,2021-01-27 6:00,1.8,69,,8
236,부여,2021-01-27 7:00,0,78,,6
236,부여,2021-01-27 8:00,-1.5,84,0,0
236,부여,2021-01-27 9:00,1.1,74,0.9,1
236,부여,2021-01-27 10:00,3.2,47,1,0
236,부여,2021-01-27 11:00,5.3,36,1,4
236,부여,2021-01-27 12:00,6.4,22,1,0
236,부여,2021-01-27 13:00,7.1,19,1,0
236,부여,2021-01-27 14:00,7.7,21,1,3
236,부여,2021-01-27 15:00,7.9,22,1,7
236,부여,2021-01-27 16:00,7.4,27,0.6,8
236,부여,2021-01-27 17:00,6.2,28,0.1,6
236,부여,2021-01-27 18:00,4.8,32,0,8
236,부여,2021-01-27 19:00,2.3,46,,8
236,부여,2021-01-27 20:00,2.3,42,,5
236,부여,2021-01-27 21:00,2,40,,9
236,부여,2021-01-27 22:00,0.4,50,,8
236,부여,2021-01-27 23:00,-0.5,54,,9
236,부여,2021-01-28 0:00,-0.4,61,,10
236,부여,2021-01-28 1:00,-0.8,65,,10
236,부여,2021-01-28 2:00,-1.3,64,,10
236,부여,2021-01-28 3:00,-1.5,68,,9
236,부여,2021-01-28 4:00,-1.4,73,,9
236,부여,2021-01-28 5:00,-1.8,76,,9
236,부여,2021-01-28 6:00,-1.9,78,,9
236,부여,2021-01-28 7:00,-2.3,82,,4
236,부여,2021-01-28 8:00,-3.2,82,0,0
236,부여,2021-01-28 9:00,-0.4,60,0.7,0
236,부여,2021-01-28 10:00,1.2,59,1,2
236,부여,2021-01-28 11:00,1.5,77,0,9
236,부여,2021-01-28 12:00,0.7,98,0,9
236,부여,2021-01-28 13:00,2.1,81,0,9
236,부여,2021-01-28 14:00,2.7,61,0.4,8
236,부여,2021-01-28 15:00,2,44,0.2,8
236,부여,2021-01-28 16:00,-0.4,63,0.2,9
236,부여,2021-01-28 17:00,-1.4,60,0.1,8
236,부여,2021-01-28 18:00,-1.8,52,0,8
236,부여,2021-01-28 19:00,-2.7,57,,9
236,부여,2021-01-28 20:00,-3.4,60,,8
236,부여,2021-01-28 21:00,-3.7,56,,6
236,부여,2021-01-28 22:00,-4.7,55,,8
236,부여,2021-01-28 23:00,-5.1,48,,5
236,부여,2021-01-29 0:00,-5.5,60,,7
236,부여,2021-01-29 1:00,-5.9,56,,6
236,부여,2021-01-29 2:00,-6.5,54,,6
236,부여,2021-01-29 3:00,-6.7,57,,8
236,부여,2021-01-29 4:00,-6.8,57,,7
236,부여,2021-01-29 5:00,-7.5,62,,0
236,부여,2021-01-29 6:00,-8.3,68,,0
236,부여,2021-01-29 7:00,-9,79,,8
236,부여,2021-01-29 8:00,-9.4,78,0,5
236,부여,2021-01-29 9:00,-6.7,57,1,0
236,부여,2021-01-29 10:00,-5.6,54,1,2
236,부여,2021-01-29 11:00,-4.7,51,1,2
236,부여,2021-01-29 12:00,-3.3,49,1,0
236,부여,2021-01-29 13:00,-1.4,42,1,0
236,부여,2021-01-29 14:00,-1.1,37,1,0
236,부여,2021-01-29 15:00,-0.6,32,1,0
236,부여,2021-01-29 16:00,-0.8,35,1,0
236,부여,2021-01-29 17:00,-1.4,37,1,0
236,부여,2021-01-29 18:00,-2.9,38,0,0
236,부여,2021-01-29 19:00,-3.9,45,,0
236,부여,2021-01-29 20:00,-5,48,,0
236,부여,2021-01-29 21:00,-5.9,64,,0
236,부여,2021-01-29 22:00,-6.6,72,,0
236,부여,2021-01-29 23:00,-7.1,76,,0
236,부여,2021-01-30 0:00,-7,77,,0
236,부여,2021-01-30 1:00,-7.2,79,,0
236,부여,2021-01-30 2:00,-7,77,,8
236,부여,2021-01-30 3:00,-7.6,81,,9
236,부여,2021-01-30 4:00,-8.1,82,,0
236,부여,2021-01-30 5:00,-7.4,83,,2
236,부여,2021-01-30 6:00,-6.6,77,,9
236,부여,2021-01-30 7:00,-5.9,79,,10
236,부여,2021-01-30 8:00,-5.4,75,0,0
236,부여,2021-01-30 9:00,-4.3,74,0,8
236,부여,2021-01-30 10:00,-2.8,72,0,9
236,부여,2021-01-30 11:00,-0.5,66,0.3,9
236,부여,2021-01-30 12:00,1.4,64,0.2,9
236,부여,2021-01-30 13:00,4.7,59,0.3,9
236,부여,2021-01-30 14:00,8.3,60,0.6,8
236,부여,2021-01-30 15:00,9.1,49,0.9,0
236,부여,2021-01-30 16:00,8.9,35,1,0
236,부여,2021-01-30 17:00,7.9,28,1,0
236,부여,2021-01-30 18:00,4.9,38,0,0
236,부여,2021-01-30 19:00,1.4,52,,0
236,부여,2021-01-30 20:00,-0.6,67,,0
236,부여,2021-01-30 21:00,-1,69,,0
236,부여,2021-01-30 22:00,-3,83,,0
236,부여,2021-01-30 23:00,-3.4,84,,5
236,부여,2021-01-31 0:00,-3.8,86,,0
236,부여,2021-01-31 1:00,-4.2,89,,0
236,부여,2021-01-31 2:00,-4.7,90,,0
236,부여,2021-01-31 3:00,-4.8,91,,0
236,부여,2021-01-31 4:00,-5.2,92,,0
236,부여,2021-01-31 5:00,-5.1,93,,2
236,부여,2021-01-31 6:00,-5.5,94,,0
236,부여,2021-01-31 7:00,-6,94,,0
236,부여,2021-01-31 8:00,-6,93,0,1
236,부여,2021-01-31 9:00,-2.6,85,0.9,0
236,부여,2021-01-31 10:00,-0.3,78,1,0
236,부여,2021-01-31 11:00,2.8,60,1,3
236,부여,2021-01-31 12:00,5.5,48,1,5
236,부여,2021-01-31 13:00,8.3,43,1,8
236,부여,2021-01-31 14:00,10.9,50,1,5
236,부여,2021-01-31 15:00,11,54,0.6,8
236,부여,2021-01-31 16:00,11.5,52,0,10
236,부여,2021-01-31 17:00,10.8,55,0,7
236,부여,2021-01-31 18:00,8.1,64,0,7
236,부여,2021-01-31 19:00,4.7,78,,6
236,부여,2021-01-31 20:00,4.9,77,,8
236,부여,2021-01-31 21:00,4.1,80,,9
236,부여,2021-01-31 22:00,5.7,76,,8
236,부여,2021-01-31 23:00,5,82,,8
236,부여,2021-02-01 0:00,4.1,84,,4
236,부여,2021-02-01 1:00,4.4,93,,10
236,부여,2021-02-01 2:00,4.1,98,,10
236,부여,2021-02-01 3:00,4.8,100,,10
236,부여,2021-02-01 4:00,4.9,100,,9
236,부여,2021-02-01 5:00,4.8,100,,10
236,부여,2021-02-01 6:00,5,100,,10
236,부여,2021-02-01 7:00,4.8,100,,8
236,부여,2021-02-01 8:00,4.6,100,0,9
236,부여,2021-02-01 9:00,5.7,100,0,5
236,부여,2021-02-01 10:00,7.9,100,0.5,6
236,부여,2021-02-01 11:00,9.6,83,0.1,8
236,부여,2021-02-01 12:00,9.6,79,0,9
236,부여,2021-02-01 13:00,10.1,77,0,8
236,부여,2021-02-01 14:00,10.4,78,0,7
236,부여,2021-02-01 15:00,10.2,79,0,7
236,부여,2021-02-01 16:00,9.9,77,0.1,7
236,부여,2021-02-01 17:00,8.9,77,0,9
236,부여,2021-02-01 18:00,7.7,81,0,6
236,부여,2021-02-01 19:00,5.9,87,,8
236,부여,2021-02-01 20:00,4.8,90,,8
236,부여,2021-02-01 21:00,4.3,85,,9
236,부여,2021-02-01 22:00,4.3,72,,8
236,부여,2021-02-01 23:00,3,71,,7
236,부여,2021-02-02 0:00,2,57,,0
236,부여,2021-02-02 1:00,0.9,60,,0
236,부여,2021-02-02 2:00,-0.6,63,,0
236,부여,2021-02-02 3:00,-1.4,42,,0
236,부여,2021-02-02 4:00,-1.7,40,,0
236,부여,2021-02-02 5:00,-1.8,37,,0
236,부여,2021-02-02 6:00,-2.5,34,,0
236,부여,2021-02-02 7:00,-3.3,36,,0
236,부여,2021-02-02 8:00,-3.6,41,0,0
236,부여,2021-02-02 9:00,-3.1,37,1,0
236,부여,2021-02-02 10:00,-2.4,40,1,0
236,부여,2021-02-02 11:00,-1.6,33,1,0
236,부여,2021-02-02 12:00,-0.7,32,1,0
236,부여,2021-02-02 13:00,-0.1,33,1,0
236,부여,2021-02-02 14:00,-0.7,32,1,0
236,부여,2021-02-02 15:00,-0.2,35,1,0
236,부여,2021-02-02 16:00,-0.7,38,1,0
236,부여,2021-02-02 17:00,-1,42,1,0
236,부여,2021-02-02 18:00,-2,47,0.2,0
236,부여,2021-02-02 19:00,-3,56,0,0
236,부여,2021-02-02 20:00,-3.6,63,,3
236,부여,2021-02-02 21:00,-3.4,66,,0
236,부여,2021-02-02 22:00,-2.9,68,,7
236,부여,2021-02-02 23:00,-3.8,90,,9
236,부여,2021-02-03 0:00,-4.7,93,,1
236,부여,2021-02-03 1:00,-3.1,78,,2
236,부여,2021-02-03 2:00,-4.1,73,,0
236,부여,2021-02-03 3:00,-5.7,75,,0
236,부여,2021-02-03 4:00,-6.9,85,,0
236,부여,2021-02-03 5:00,-8,92,,0
236,부여,2021-02-03 6:00,-9,92,,0
236,부여,2021-02-03 7:00,-9.4,92,,0
236,부여,2021-02-03 8:00,-9.5,92,0,0
236,부여,2021-02-03 9:00,-6.9,88,1,0
236,부여,2021-02-03 10:00,-4.8,78,1,0
236,부여,2021-02-03 11:00,-2.7,60,1,0
236,부여,2021-02-03 12:00,-0.8,50,1,0
236,부여,2021-02-03 13:00,1.4,41,1,0
236,부여,2021-02-03 14:00,2,37,1,0
236,부여,2021-02-03 15:00,3,38,1,0
236,부여,2021-02-03 16:00,3.2,37,1,0
236,부여,2021-02-03 17:00,3,44,1,0
236,부여,2021-02-03 18:00,1.2,56,0.2,0
236,부여,2021-02-03 19:00,0,71,0,0
236,부여,2021-02-03 20:00,0.5,65,,6
236,부여,2021-02-03 21:00,0.5,70,,7
236,부여,2021-02-03 22:00,1.4,54,,9
236,부여,2021-02-03 23:00,0.4,79,,9
236,부여,2021-02-04 0:00,0.1,90,,8
236,부여,2021-02-04 1:00,0.2,97,,1
236,부여,2021-02-04 2:00,0.3,98,,2
236,부여,2021-02-04 3:00,1.3,93,,0
236,부여,2021-02-04 4:00,1.6,65,,0
236,부여,2021-02-04 5:00,-0.6,40,,0
236,부여,2021-02-04 6:00,-1.9,40,,0
236,부여,2021-02-04 7:00,-2.8,47,,0
236,부여,2021-02-04 8:00,-4.3,59,0,0
236,부여,2021-02-04 9:00,-2.4,45,1,0
236,부여,2021-02-04 10:00,-1.5,42,1,0
236,부여,2021-02-04 11:00,-0.5,37,1,0
236,부여,2021-02-04 12:00,0.6,38,1,0
236,부여,2021-02-04 13:00,2.1,33,1,0
236,부여,2021-02-04 14:00,2.6,33,1,0
236,부여,2021-02-04 15:00,3,29,1,0
236,부여,2021-02-04 16:00,3.1,30,1,0
236,부여,2021-02-04 17:00,2.9,30,1,0
236,부여,2021-02-04 18:00,0.6,37,0.3,1
236,부여,2021-02-04 19:00,-1,49,0,2
236,부여,2021-02-04 20:00,-2.7,68,,0
236,부여,2021-02-04 21:00,-3.6,73,,8
236,부여,2021-02-04 22:00,-3.9,70,,0
236,부여,2021-02-04 23:00,-4.5,77,,7
236,부여,2021-02-05 0:00,-5.3,82,,0
236,부여,2021-02-05 1:00,-5.7,87,,8
236,부여,2021-02-05 2:00,-5.8,87,,0
236,부여,2021-02-05 3:00,-5.2,86,,3
236,부여,2021-02-05 4:00,-5.5,86,,8
236,부여,2021-02-05 5:00,-6.4,90,,5
236,부여,2021-02-05 6:00,-6.9,92,,5
236,부여,2021-02-05 7:00,-7,92,,6
236,부여,2021-02-05 8:00,-6.8,91,0,5
236,부여,2021-02-05 9:00,-4.9,90,0.1,9
236,부여,2021-02-05 10:00,-2.6,81,0.3,10
236,부여,2021-02-05 11:00,0.5,65,1,7
236,부여,2021-02-05 12:00,3.6,58,0.6,7
236,부여,2021-02-05 13:00,6.2,52,1,5
236,부여,2021-02-05 14:00,7,46,0.8,8
236,부여,2021-02-05 15:00,7.5,45,0.9,8
236,부여,2021-02-05 16:00,7.7,34,0.8,7
236,부여,2021-02-05 17:00,6.9,26,0.2,9
236,부여,2021-02-05 18:00,5.6,30,0,10
236,부여,2021-02-05 19:00,4.4,36,0,9
236,부여,2021-02-05 20:00,4.2,36,,9
236,부여,2021-02-05 21:00,2.1,49,,8
236,부여,2021-02-05 22:00,-0.5,68,,3
236,부여,2021-02-05 23:00,-1.6,76,,0
236,부여,2021-02-06 0:00,-2.2,70,,0
236,부여,2021-02-06 1:00,-2,79,,2
236,부여,2021-02-06 2:00,-1.7,74,,6
236,부여,2021-02-06 3:00,-1.9,78,,5
236,부여,2021-02-06 4:00,-0.9,76,,9
236,부여,2021-02-06 5:00,-0.3,79,,10
236,부여,2021-02-06 6:00,0.2,78,,9
236,부여,2021-02-06 7:00,0.6,74,,9
236,부여,2021-02-06 8:00,0.8,80,0,9
236,부여,2021-02-06 9:00,2.2,74,0,9
236,부여,2021-02-06 10:00,3.5,69,0,9
236,부여,2021-02-06 11:00,4.6,64,0,8
236,부여,2021-02-06 12:00,6,63,0,9
236,부여,2021-02-06 13:00,7.7,71,0,8
236,부여,2021-02-06 14:00,8.7,79,0,9
236,부여,2021-02-06 15:00,9,80,0,8
236,부여,2021-02-06 16:00,9.5,79,0,8
236,부여,2021-02-06 17:00,9.3,82,0,9
236,부여,2021-02-06 18:00,8.5,86,0,9
236,부여,2021-02-06 19:00,7.8,90,0,8
236,부여,2021-02-06 20:00,8.4,86,,9
236,부여,2021-02-06 21:00,8.2,86,,9
236,부여,2021-02-06 22:00,8.1,85,,10
236,부여,2021-02-06 23:00,7.5,92,,9
236,부여,2021-02-07 0:00,7.4,92,,10
236,부여,2021-02-07 1:00,6.5,93,,7
236,부여,2021-02-07 2:00,5.3,96,,0
236,부여,2021-02-07 3:00,4.7,96,,10
236,부여,2021-02-07 4:00,3.8,99,,10
236,부여,2021-02-07 5:00,2.5,99,,0
236,부여,2021-02-07 6:00,2.2,100,,10
236,부여,2021-02-07 7:00,1.9,100,,9
236,부여,2021-02-07 8:00,2,100,0,10
236,부여,2021-02-07 9:00,2.6,100,0,10
236,부여,2021-02-07 10:00,3.4,100,0,9
236,부여,2021-02-07 11:00,4.6,100,0,8
236,부여,2021-02-07 12:00,7.7,89,0.7,3
236,부여,2021-02-07 13:00,10.3,53,1,2
236,부여,2021-02-07 14:00,11.1,47,1,1
236,부여,2021-02-07 15:00,11.1,46,1,0
236,부여,2021-02-07 16:00,10.7,37,1,1
236,부여,2021-02-07 17:00,9.3,37,1,5
236,부여,2021-02-07 18:00,7.1,43,0.3,6
236,부여,2021-02-07 19:00,5.3,49,0,6
236,부여,2021-02-07 20:00,3.4,41,,3
236,부여,2021-02-07 21:00,2.1,43,,5
236,부여,2021-02-07 22:00,1.5,54,,0
236,부여,2021-02-07 23:00,0.5,63,,0
236,부여,2021-02-08 0:00,-0.2,64,,0
236,부여,2021-02-08 1:00,-0.7,58,,0
236,부여,2021-02-08 2:00,-1.5,59,,0
236,부여,2021-02-08 3:00,-3.3,66,,0
236,부여,2021-02-08 4:00,-3.9,70,,0
236,부여,2021-02-08 5:00,-4.9,82,,0
236,부여,2021-02-08 6:00,-5.5,79,,2
236,부여,2021-02-08 7:00,-5.8,87,,0
236,부여,2021-02-08 8:00,-5.5,87,0.1,0
236,부여,2021-02-08 9:00,-1.7,59,1,0
236,부여,2021-02-08 10:00,-0.6,51,1,0
236,부여,2021-02-08 11:00,0.6,40,1,0
236,부여,2021-02-08 12:00,1.7,26,1,0
236,부여,2021-02-08 13:00,2.1,25,1,0
236,부여,2021-02-08 14:00,2.2,27,1,0
236,부여,2021-02-08 15:00,2.7,29,1,0
236,부여,2021-02-08 16:00,1.3,30,1,0
236,부여,2021-02-08 17:00,0.7,35,1,0
236,부여,2021-02-08 18:00,-0.6,39,0.3,0
236,부여,2021-02-08 19:00,-1.3,43,0,0
236,부여,2021-02-08 20:00,-2.2,46,,0
236,부여,2021-02-08 21:00,-3.7,61,,0
236,부여,2021-02-08 22:00,-4.8,63,,0
236,부여,2021-02-08 23:00,-5.1,73,,0
236,부여,2021-02-09 0:00,-5.7,78,,0
238,금산,2021-01-01 1:00,-9.1,92,,0
238,금산,2021-01-01 2:00,-9,92,,6
238,금산,2021-01-01 3:00,-10.3,92,,0
238,금산,2021-01-01 4:00,-10.6,91,,0
238,금산,2021-01-01 5:00,-11.1,90,,0
238,금산,2021-01-01 6:00,-11.6,90,,1
238,금산,2021-01-01 7:00,-12.1,89,,0
238,금산,2021-01-01 8:00,-12,90,0,0
238,금산,2021-01-01 9:00,-10,89,0.5,0
238,금산,2021-01-01 10:00,-7.3,84,1,5
238,금산,2021-01-01 11:00,-5.4,83,0.3,9
238,금산,2021-01-01 12:00,-3.9,85,0,9
238,금산,2021-01-01 13:00,-2.5,87,0,8
238,금산,2021-01-01 14:00,-1.3,91,0,10
238,금산,2021-01-01 15:00,-0.2,89,0,9
238,금산,2021-01-01 16:00,0.1,88,0,9
238,금산,2021-01-01 17:00,-0.3,92,0,7
238,금산,2021-01-01 18:00,-0.5,86,0,8
238,금산,2021-01-01 19:00,-1.3,89,,8
238,금산,2021-01-01 20:00,0.6,58,,8
238,금산,2021-01-01 21:00,-1.3,80,,8
238,금산,2021-01-01 22:00,-3.3,89,,1
238,금산,2021-01-01 23:00,-4.9,87,,0
238,금산,2021-01-02 0:00,-4.1,88,,8
238,금산,2021-01-02 1:00,-3.3,88,,8
238,금산,2021-01-02 2:00,-3,88,,8
238,금산,2021-01-02 3:00,-2.9,91,,8
238,금산,2021-01-02 4:00,-3.1,91,,8
238,금산,2021-01-02 5:00,-3.7,94,,8
238,금산,2021-01-02 6:00,-3.1,84,,9
238,금산,2021-01-02 7:00,-3.5,74,,9
238,금산,2021-01-02 8:00,-4,67,0,10
238,금산,2021-01-02 9:00,-3.4,51,0.4,2
238,금산,2021-01-02 10:00,-2.3,40,1,4
238,금산,2021-01-02 11:00,-1.8,38,1,4
238,금산,2021-01-02 12:00,-1.2,34,0.9,3
238,금산,2021-01-02 13:00,-0.5,38,1,1
238,금산,2021-01-02 14:00,0.1,37,1,1
238,금산,2021-01-02 15:00,-0.1,38,1,2
238,금산,2021-01-02 16:00,-0.2,39,1,1
238,금산,2021-01-02 17:00,-1.3,42,0.9,0
238,금산,2021-01-02 18:00,-2.4,48,0,0
238,금산,2021-01-02 19:00,-3,47,,0
238,금산,2021-01-02 20:00,-4.6,58,,0
238,금산,2021-01-02 21:00,-6.2,68,,0
238,금산,2021-01-02 22:00,-7.5,75,,0
238,금산,2021-01-02 23:00,-8.1,79,,10
238,금산,2021-01-03 0:00,-8.7,80,,0
238,금산,2021-01-03 1:00,-9.2,83,,10
238,금산,2021-01-03 2:00,-9.9,85,,7
238,금산,2021-01-03 3:00,-9.7,85,,8
238,금산,2021-01-03 4:00,-9.3,84,,6
238,금산,2021-01-03 5:00,-9.6,85,,10
238,금산,2021-01-03 6:00,-9.9,88,,5
238,금산,2021-01-03 7:00,-10.3,87,,6
238,금산,2021-01-03 8:00,-11.2,91,0,3
238,금산,2021-01-03 9:00,-8.7,83,0.8,0
238,금산,2021-01-03 10:00,-5.5,68,1,4
238,금산,2021-01-03 11:00,-3.2,43,1,0
238,금산,2021-01-03 12:00,-2.2,44,0.9,6
238,금산,2021-01-03 13:00,-0.7,45,0.4,9
238,금산,2021-01-03 14:00,-0.1,45,0,10
238,금산,2021-01-03 15:00,-0.1,45,0,10
238,금산,2021-01-03 16:00,-0.4,49,0,10
238,금산,2021-01-03 17:00,-0.9,51,0,10
238,금산,2021-01-03 18:00,-1.4,54,0,10
238,금산,2021-01-03 19:00,-2.3,65,,10
238,금산,2021-01-03 20:00,-2.9,68,,10
238,금산,2021-01-03 21:00,-3.8,75,,7
238,금산,2021-01-03 22:00,-5.1,77,,5
238,금산,2021-01-03 23:00,-6.3,81,,5
238,금산,2021-01-04 0:00,-7.2,83,,9
238,금산,2021-01-04 1:00,-8.1,87,,2
