지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
90,속초,2016-01,-1.2,11.5,-16.4,1019.7,43,2.4,,,191.1,69.39,,-.4
90,속초,2016-02,.8,10.3,-9.4,1019.7,55,2.1,,,197.6,63.23,,1.1
90,속초,2016-03,7,21.5,-7.6,1017.9,58,1.9,,,209.6,56.44,,7.2
90,속초,2016-04,12.6,29.3,3.6,1010.6,66,2.3,,,222.9,56.22,,14.5
90,속초,2016-05,17.2,29,7.3,1008.1,67,2.2,,,261.1,59.06,,21.2
90,속초,2016-06,20.6,30.5,12.6,1005.5,82,1.8,,,175.3,39.54,,24.9
90,속초,2016-07,22.9,31.9,17,1006.2,90,1.3,,,119.2,26.47,,25.1
90,속초,2016-08,25.5,35.9,15.3,1004,82,1.6,,,220.7,52.3,,27.8
90,속초,2016-09,20.4,28.6,13.2,1012.1,87,1.5,,,130,34.86,,22
90,속초,2016-10,15.3,24.2,3.3,1017,75,1.7,,,140.8,40.55,,15.6
90,속초,2016-11,8.4,20.8,-2.5,1019.4,60,1.8,,,172.2,56.74,,7.7
90,속초,2016-12,4.4,14.1,-6.1,1019.9,56,1.9,,,164.8,55.62,,3.4
90,속초,2017-01,.8,11.3,-11.2,1020.2,50,1.9,,,215.4,70.48,,.8
90,속초,2017-02,3,14.7,-8.2,1017.8,44,2,,,222.2,73.58,,2.5
90,속초,2017-03,7,18.5,-2.8,1015.9,57,1.9,,,199.8,53.83,,8
90,속초,2017-04,14.8,30.8,2.6,1008.9,56,2.3,,,255.2,64.38,,17.4
90,속초,2017-05,18.7,34.3,9.3,1008,62,2,,,272.3,61.61,,25
90,속초,2017-06,19.8,29.7,9.9,1006.2,79,1.7,,,204.7,46.18,,25.5
90,속초,2017-07,25.6,34.9,18.9,1004.7,81,1.2,,,165.4,36.71,,27.7
90,속초,2017-08,23.7,32.4,16.4,1006.2,84,1.1,,,107.2,25.39,,25.8
90,속초,2017-09,20.8,28.4,13.1,1010.6,71,1.6,,,249.2,66.77,,23.7
90,속초,2017-10,14.5,25,4,1019,74,1.7,,,157.7,45.39,,16.2
90,속초,2017-11,7.8,20.4,-4,1017.7,43,2.2,,,218.5,71.88,,7.2
90,속초,2017-12,.7,11.4,-9.9,1019.9,38,2.2,,,230.3,77.75,,-.5
90,속초,2018-01,-1.4,11.9,-16.2,1018.5,37,2,,,214.7,70.26,,-.9
90,속초,2018-02,-.5,10.5,-13.2,1018.8,43,2.1,,,218.5,72.4,,.6
90,속초,2018-03,8,24.7,-6.2,1017.3,59,2.2,,,171.2,46.17,,8.5
90,속초,2018-04,13,32.5,2,1012.2,57,2.3,,,227.6,57.47,,14.9
90,속초,2018-05,15.9,29.4,4.5,1009,75,2,,,186.4,42.2,,19.1
90,속초,2018-06,21.3,33.9,13.2,1005.3,72,1.7,,,208.8,47.1,,26.9
90,속초,2018-07,25,35.4,14.8,1006.9,82,1.6,,,209.3,46.45,,29.4
90,속초,2018-08,25.6,38.7,17.2,1005.9,82,1.6,6,3.3,185.3,43.85,,28.6
90,속초,2018-09,20,29,12.6,1011.6,73,1.5,5.5,2.9,196.1,52.52,,23.2
90,속초,2018-10,13.5,23.8,.3,1015.7,61,1.8,3.6,2.4,229.5,65.99,,14.1
90,속초,2018-11,9.2,19.2,-1.9,1020.1,57,1.6,4.1,3.1,165.7,54.47,,7.8
90,속초,2018-12,1.6,12.7,-11.4,1022.5,42,1.8,3.4,2,208,70.2,,.8
90,속초,2019-01,1.7,12.8,-9,1020.4,35,1.9,2.9,1.8,232.1,76.02,,1.3
90,속초,2019-02,2.5,15.7,-7.3,1020,49,1.8,4,2.6,215.2,71.38,,2.6
90,속초,2019-03,8.2,21.6,-1.4,1012.9,51,2.1,4.3,2.5,233.1,62.93,,8.4
90,속초,2019-04,11.9,25.9,1.3,1011.9,55,2.1,5.1,3.2,230.5,58.27,,13.5
90,속초,2019-05,19.8,34.2,6.5,1007.6,52,2.2,4,1.9,296.2,67.06,,24.1
90,속초,2019-06,20,30.2,11.5,1005.1,78,1.8,5.5,3.4,224.8,50.72,,24.3
90,속초,2019-07,24.7,36.1,17.7,1004,80,1.7,6.4,3.9,196,43.49,,27.4
90,속초,2019-08,25.7,35.6,19.3,1004.7,78,1.7,5.4,2.9,230.7,54.58,,28.4
90,속초,2019-09,20.9,32.3,11.6,1013.6,79,1.5,6.7,4.3,145.2,38.85,,22.7
90,속초,2019-10,16.1,25,6.5,1016.7,68,1.9,5.4,3.5,157.7,45.33,,16.1
90,속초,2019-11,9.4,21.1,-1.2,1018.9,57,1.8,4.4,3.1,186.9,61.42,,8.7
90,속초,2019-12,4.2,14.4,-7.1,1020.6,45,1.9,3.9,2.3,194.7,65.71,,2.6
93,북춘천,2016-10,14.1,29,-1.9,1008.2,74,.9,5.4,3.1,185.3,53.29,381.67,15.7
93,북춘천,2016-11,5.1,19.5,-9.1,1011.4,71,.9,4.8,3.5,147.4,48.44,259.88,6.2
93,북춘천,2016-12,-.2,10.2,-12.1,1012.9,74,.8,5.4,4.1,142.3,47.8,204.42,.6
93,북춘천,2017-01,-3.4,11.6,-17,1013.1,66,1.1,3.6,2.6,204.2,66.6,286.3,-1.9
93,북춘천,2017-02,-1.5,12.2,-15.7,1010.9,64,1.2,3.1,2.2,214.9,71.04,356.79,-.4
93,북춘천,2017-03,4.6,19,-8.3,1007.5,59,1.3,4.3,2.7,212.4,57.24,436.28,5.8
93,북춘천,2017-04,13.2,29.1,-.8,1001.1,55,1.9,4.4,2.5,257.3,65.01,560.07,15
93,북춘천,2017-05,18.6,30.7,6.7,1000.4,56,1.8,4.2,2.4,280.1,63.49,645.7,21.8
93,북춘천,2017-06,22.3,35,9.2,997.1,59,1.5,4.8,3.1,271.2,61.23,656.82,26.7
93,북춘천,2017-07,26.3,34.9,19.4,996.5,78,1,7.7,5.4,126.4,28.13,421.28,28.4
93,북춘천,2017-08,24.4,37.5,13.9,997.1,76,1.1,7.2,4.5,150.3,35.65,438.14,27.2
93,북춘천,2017-09,19.1,30.5,4.9,1002.4,74,1.1,4.7,3.1,220.3,59.06,480.31,22.6
93,북춘천,2017-10,13.5,26.9,-3.7,1009.9,74,1.1,5,2.8,196.9,56.61,366.06,15.7
93,북춘천,2017-11,3.2,18.8,-10.2,1011,67,1.2,4,3,185.3,60.83,267.52,4.6
93,북춘천,2017-12,-4.3,8.6,-19,1013.5,67,1.2,4.1,3.5,183.8,61.72,248.12,-1.3
93,북춘천,2018-01,-6,8.6,-21.7,1011.9,60,1.3,3.9,2.5,203,66.23,297.61,-3.4
93,북춘천,2018-02,-3.4,10.4,-19.2,1011.2,53,1.5,3.6,1.9,214.2,70.86,345.45,-2.2
93,북춘천,2018-03,7,23.4,-8.2,1008.8,61,1.8,4.6,3.3,204.3,55.07,434.45,7.5
93,북춘천,2018-04,12,29.2,-3,1004.2,60,1.9,4.9,3.5,218.7,55.3,505.89,14
93,북춘천,2018-05,17.2,31,2.9,1000.3,66,1.7,5.4,3.5,233.2,52.89,577.58,20.2
93,북춘천,2018-06,22.6,34.5,11.9,996.8,63,1.5,5.6,2.8,252.8,57.08,628.31,28.4
93,북춘천,2018-07,26.3,37.6,13.7,998.1,71,1.3,5,3.6,243.9,54.26,520.07,
93,북춘천,2018-08,26.9,40.6,15.8,996.6,69,1.3,6.1,3.8,223,52.83,464.48,31.7
93,북춘천,2018-09,19.1,29.5,6.5,1002.6,72,1.1,5.4,3.1,205.5,55.05,397.14,22.8
93,북춘천,2018-10,10.3,25,-2.5,1007.7,75,1.1,4.5,3.1,200.3,57.54,314.48,12.8
93,북춘천,2018-11,5.1,19.3,-7.3,1012.2,75,.7,5.1,3.6,148.2,48.61,206.42,6.4
93,북춘천,2018-12,-3.2,12,-16.9,1015.4,62,1,3.9,2.4,194.9,65.42,216.07,-1.7
93,북춘천,2019-01,-3.9,8.3,-15.1,1013.8,56,1,3,1.6,228.9,74.78,251.44,-3.3
93,북춘천,2019-02,-.6,13.4,-13.6,1012.3,59,.9,4.6,2.4,201.8,66.82,324.29,.7
93,북춘천,2019-03,5,18.3,-7.3,1005.4,58,1.4,5.1,3.6,199.4,53.82,431.23,6.3
93,북춘천,2019-04,10.6,28.3,-5.1,1003.7,57,1.5,5.2,2.9,205.8,52.09,525.84,13.2
93,북춘천,2019-05,18.3,33.3,2.6,1000.1,55,1.6,4,1.4,298.6,67.74,742.98,23.2
93,북춘천,2019-06,21.4,33.1,9.9,996.1,72,1.2,5.7,3.3,235,53.06,652.98,26.4
93,북춘천,2019-07,25,36.2,14.8,995.4,78,1.2,7.4,5.5,140.5,31.24,494.97,28.6
93,북춘천,2019-08,25.6,36.5,16.1,996.1,80,1.1,6,3.8,220.9,52.33,583.7,29.4
93,북춘천,2019-09,20.7,31.6,10.7,1004.4,80,1.1,7.1,4.9,138.1,36.94,395.49,23.7
93,북춘천,2019-10,14,29.9,.2,1008.2,78,1,5.7,3.9,189.2,54.34,372.17,16.5
93,북춘천,2019-11,4.9,20.3,-7.5,1011.5,76,.9,5,3.5,167.3,54.83,272.42,6.4
93,북춘천,2019-12,-.7,10.5,-13.4,1014,74,.9,5.2,4.4,143.2,48.1,217.32,.4
95,철원,2016-01,-6,8.2,-20.6,1005.8,57,1.3,,,187.6,61.43,,-4.5
95,철원,2016-02,-2.2,14.6,-17,1004.7,54,1.5,,,186.1,59.53,,-1.4
95,철원,2016-03,4.7,21.4,-13.4,1002.5,56,1.6,,,236.3,63.62,,6.2
95,철원,2016-04,12.6,25.6,-1.1,995.1,54,2.2,,,218.2,55.03,,15.2
95,철원,2016-05,17.7,30.8,5.1,993.3,62,1.9,,,248.1,56.14,,21.1
95,철원,2016-06,22.1,30.9,12,989.8,69,1.6,,,230.1,51.93,,28
95,철원,2016-07,24.1,33.5,16.4,990.3,83,1.6,,,153.9,34.22,,26.9
95,철원,2016-08,25.3,34.3,10.6,988.6,80,1.5,,,230.5,54.66,,29.7
95,철원,2016-09,20.2,29.7,6.1,995.9,76,1.5,,,202.5,54.32,,22.7
95,철원,2016-10,13.4,27.3,-4,1001.3,74,1.3,,,185.7,53.47,,15.5
95,철원,2016-11,4.3,18.6,-10.6,1004.4,70,1.2,,,142.8,46.97,,6.1
95,철원,2016-12,-1.4,11.8,-18.7,1005.8,73,1,,,135.1,45.55,,1.1
95,철원,2017-01,-4.4,9.9,-18.2,1006.1,62,1.2,,,196.9,64.37,,-1.5
95,철원,2017-02,-2.6,10.6,-16.6,1004,60,1.3,,,201.3,66.61,,-.1
95,철원,2017-03,3.5,17.4,-9.4,1000.6,58,1.3,,,216,58.17,,5.2
95,철원,2017-04,12.1,26.6,-2.4,994.4,54,2,,,248.1,62.64,,14.8
95,철원,2017-05,17.7,28.9,5.9,993.8,55,1.8,,,277.6,62.83,,23
95,철원,2017-06,21.3,32,8.7,990.6,60,1.7,,,272.3,61.45,,27.7
95,철원,2017-07,25.5,33.6,18.1,989.9,82,1.6,,,119.9,26.63,,27.9
95,철원,2017-08,23.6,33.8,11.7,990.3,85,1.7,,,145.9,34.57,,26.7
95,철원,2017-09,18.8,28.9,3.9,995.5,72,1.4,,,171.6,47.53,,22.4
95,철원,2017-10,12.8,26.8,-4.8,1003.1,69,1.2,,,195.4,56.21,,15.5
95,철원,2017-11,2.7,18.2,-11.5,1004,67,1.3,,,163.4,53.71,,4.2
95,철원,2017-12,-4.9,8.5,-18.8,1006.4,66,1.2,,,171.3,57.75,,-2.9
95,철원,2018-01,-7.3,7.7,-25.2,1004.8,62,1.1,,,185.7,60.75,,-3
95,철원,2018-02,-4.4,9.8,-21.1,1004.1,52,1.5,,,206.4,68.37,,-2.2
95,철원,2018-03,6.2,21.9,-10.8,1001.8,64,2.1,,,202.7,54.65,,7.2
95,철원,2018-04,11.2,27.1,-3.5,997.4,61,2.5,,,203.6,51.43,,12.9
95,철원,2018-05,16.8,29.5,5.7,993.5,68,2.2,,,231.4,52.39,,20
95,철원,2018-06,21.7,32.3,12,990.1,70,1.8,,,232.2,52.4,,28
95,철원,2018-07,25.4,36,14.7,991.6,80,2,,,234.6,52.11,,30.4
95,철원,2018-08,26.3,38.4,15.4,990.1,79,1.9,6,3,235.2,55.7,,31.6
95,철원,2018-09,18.8,29.4,5.9,995.8,77,1.5,4.9,2.7,206.9,55.41,,21.7
95,철원,2018-10,9.9,24.6,-3.3,1000.8,77,1.3,3.9,2.4,217.6,62.56,,11.6
95,철원,2018-11,4.5,18.6,-8.4,1005.1,77,1,4.1,2.6,159,52.23,,5
95,철원,2018-12,-4,11.4,-18.6,1008.4,62,1,4,2.3,190.8,64.29,,-2.8
95,철원,2019-01,-4.9,7.6,-17.1,1006.9,57,1.1,4,1.5,208.3,68.14,,-4
95,철원,2019-02,-1.7,13.2,-15.2,1005.3,63,1,4.9,3,205.6,68.15,196.2,0
95,철원,2019-03,4.5,17.1,-7.9,998.4,66,1.4,4.6,2.9,230.7,62.28,449.07,5.2
95,철원,2019-04,9.9,27.6,-5.8,996.7,63,1.5,5.1,2.8,236.2,59.74,533.62,11.8
95,철원,2019-05,17.8,32.5,2.8,993.3,59,1.5,3.9,1.2,340,77.06,784.83,22.3
95,철원,2019-06,20.9,32.1,10.3,989.5,77,1.4,5.5,3.3,284.6,64.24,698.73,25.4
95,철원,2019-07,24.2,34.5,14.3,988.7,84,1.6,6.7,5,211.8,47.02,532.65,27.3
95,철원,2019-08,24.8,35.1,15.6,989.5,87,1.1,5.7,3.4,267.7,63.35,633.22,27.7
95,철원,2019-09,20,30.3,8.7,997.5,86,1.3,6.9,4.7,201.4,53.89,448.43,22.3
95,철원,2019-10,13.7,27.8,-.9,1001.2,82,1.2,5.1,3,227.7,65.43,413.23,16
95,철원,2019-11,4.5,20.8,-8.3,1004.4,79,.9,4.7,3,191.4,62.86,276.59,6.3
95,철원,2019-12,-1.1,11.3,-15.6,1006.8,81,.9,4.3,3.3,149.1,51.92,204.42,.4
98,동두천,2016-01,-4.1,10.1,-19.3,1011.2,54,1.6,,,195.4,63.86,,-3
98,동두천,2016-02,-.4,16.5,-13.2,1010,50,1.9,,,184.3,58.88,,.5
98,동두천,2016-03,6.5,24,-10.2,1007.6,50,2,,,243.8,65.63,,8
98,동두천,2016-04,13.8,30.9,2.8,1000,52,2.1,,,217.4,54.9,,16
98,동두천,2016-05,18.5,32.2,7.7,998.2,59,2,,,266.8,60.44,,22.1
98,동두천,2016-06,22.7,32.6,13.5,994.6,65,1.7,,,228.9,51.68,,27.7
98,동두천,2016-07,25.1,34.9,17.6,994.9,76,1.5,,,156.9,34.93,,28.4
98,동두천,2016-08,26.5,35.7,12.1,993.2,70,1.4,,,231.1,54.84,,31.9
98,동두천,2016-09,21.6,30.9,10,1000.5,69,1.2,,,196.5,52.71,,25.8
98,동두천,2016-10,14.6,28.5,-1.8,1006.1,67,1.3,,,185.2,53.28,,15.7
98,동두천,2016-11,6.1,20,-8.7,1009.5,59,1.5,,,155.2,50.99,,6.2
98,동두천,2016-12,.6,14.6,-12,1010.9,61,1.5,,,150.6,50.59,,.3
98,동두천,2017-01,-2.5,13.6,-14.9,1011.4,56,1.7,,,205.4,66.97,,-1.8
98,동두천,2017-02,-.8,12.4,-11.8,1009.3,53,1.9,,,207.9,68.75,,0
98,동두천,2017-03,5.6,21,-7.3,1005.7,48,1.8,,,237,63.85,,6.6
98,동두천,2017-04,13.2,28.3,.5,999.4,51,2.2,,,252.9,63.9,,16.2
98,동두천,2017-05,18.4,30.9,6.9,998.8,55,1.9,,,289.6,65.65,,24.4
98,동두천,2017-06,22.2,35.5,10.6,995.4,59,1.7,,,251.8,56.87,,29.3
98,동두천,2017-07,26,34.5,20.2,994.6,81,1.5,,,119.6,26.61,,28.6
98,동두천,2017-08,24.5,35.9,13.6,994.9,77,1.4,,,154.4,36.62,,27.9
98,동두천,2017-09,20.1,30.4,6.8,1000.2,68,1.3,,,229.5,61.51,,23.9
98,동두천,2017-10,14.1,27.8,-.9,1007.8,65,1.3,,,152.9,43.96,,16.5
98,동두천,2017-11,4.2,19.5,-9.2,1009.2,57,1.7,,,160.1,52.58,,5.5
98,동두천,2017-12,-3.3,9.7,-16.6,1011.7,58,1.6,,,185.3,62.26,,-1.5
98,동두천,2018-01,-5.4,9.8,-20.4,1010.2,51,1.7,,,198,64.6,,-2.9
98,동두천,2018-02,-2.6,11.7,-16.9,1009.5,45,1.9,,,215,71.14,,-1.6
98,동두천,2018-03,7.4,23.8,-8.4,1006.7,58,1.9,,,209,56.35,,8.3
98,동두천,2018-04,12.4,28.7,-1.6,1002.3,55,2.1,,,215.9,54.6,,14.5
98,동두천,2018-05,17.4,30.4,5.3,998.3,65,1.8,,,242.6,55,,20.8
98,동두천,2018-06,22.1,32.2,13.6,994.9,67,1.5,,,237,53.54,,27.3
98,동두천,2018-07,26.3,36.2,16,996.2,75,1.4,,,240.5,53.49,,30.7
98,동두천,2018-08,27.2,38.7,17.2,994.6,72,1.5,5.8,2.8,226.3,53.63,,33
98,동두천,2018-09,19.8,31.5,7.5,1000.4,69,1.3,4.8,2.9,210,56.26,,22.7
98,동두천,2018-10,11.4,25.6,-1.4,1005.6,65,1.4,3.8,2,230.7,66.29,,13.4
98,동두천,2018-11,6.4,20.8,-5.7,1010,62,1.2,4.2,2.7,166.6,54.66,,6.1
98,동두천,2018-12,-2,12.6,-15.5,1013.6,48,1.5,3.7,2.3,198.7,66.75,,-1.2
98,동두천,2019-01,-2.4,9.8,-13,1012.1,46,1.4,3.4,2,212.7,69.46,,-2.3
98,동두천,2019-02,-.3,14.4,-11.3,1010.6,54,1.4,4.7,3,202,66.91,,.3
98,동두천,2019-03,5.7,18.5,-5.2,1003.6,62,1.8,4.6,3.6,221.6,59.81,,6.4
98,동두천,2019-04,11,28.4,-3.6,1001.8,60,1.6,4.9,3.4,219.2,55.45,,13.6
98,동두천,2019-05,18.3,32.8,4.5,998.4,57,1.8,3.9,1.7,323,73.26,,24.6
98,동두천,2019-06,21.1,31.8,11.6,994.3,75,1.3,5.6,3.5,237.8,53.72,,27.3
98,동두천,2019-07,24.6,35.8,16.5,993.4,82,1.4,6.5,5.1,151.8,33.76,,28.2
98,동두천,2019-08,25.4,35.3,16.3,994.1,83,1.1,5.5,3.1,249.4,59.07,,28.5
98,동두천,2019-09,20.8,29.9,9.6,1002,81,1.1,6.9,4.9,179.5,48.05,,23.2
98,동두천,2019-10,14.4,27.9,1.1,1006,79,1.1,4.7,2.8,223.8,64.24,,16
98,동두천,2019-11,5.7,19.7,-6.6,1009.4,71,1.2,4.5,2.9,194.5,63.75,,6.4
98,동두천,2019-12,0,13.3,-13.4,1012.1,73,1.3,4.2,3.2,148,49.68,,.4
99,파주,2016-01,-5,11.3,-20,1022,58,1.5,,,203.1,66.35,,-2
99,파주,2016-02,-1.2,15.5,-16.4,1020.6,55,1.8,,,199.7,63.78,,.8
99,파주,2016-03,5.4,21.6,-10.5,1018,58,1.7,,,250.6,67.49,,7
99,파주,2016-04,12.6,28.1,.2,1010,60,2,,,220.5,55.65,,15.3
99,파주,2016-05,17.4,30.6,7,1008,67,1.9,,,264.3,59.9,,20.9
99,파주,2016-06,21.5,31,12.3,1004.2,73,1.5,,,239.8,54.14,,26.8
99,파주,2016-07,24.4,32.9,16.9,1004.3,83,1.5,,,174.5,38.85,,29.2
99,파주,2016-08,26,35,11.5,1002.6,78,1.4,,,253.7,60.23,,32.5
99,파주,2016-09,21.1,30.5,9.3,1010.1,76,1.4,,,221,59.3,,26.2
99,파주,2016-10,13.7,28.4,-3.7,1016.1,75,1.3,,,192.8,55.45,,16.7
99,파주,2016-11,4.7,20.2,-10.3,1019.8,67,1.4,,,166.9,54.85,,6.4
99,파주,2016-12,-.6,11.4,-13.4,1021.5,68,1.4,,,168.8,56.66,,.8
99,파주,2017-01,-3.9,10.1,-17.9,1022.1,63,1.5,,,217.1,70.81,,-1.4
99,파주,2017-02,-2.3,10.7,-14.9,1020,62,1.5,,,212.2,70.15,,-.1
99,파주,2017-03,3.8,18.8,-8.5,1016.2,59,1.4,,,246.2,66.34,,6
99,파주,2017-04,11.7,25.1,-2.1,1009.5,62,1.8,,,256,64.7,,14.5
99,파주,2017-05,16.8,29.1,5.2,1008.7,66,1.5,,,299.6,67.92,,22.5
99,파주,2017-06,20.9,33.1,9.2,1005.1,69,1.4,,,290.2,65.52,,29.3
99,파주,2017-07,25.3,33.5,19.9,1004,89,1.2,,,135.5,30.15,,29
99,파주,2017-08,23.7,34.9,11.8,1004.3,87,1.4,,,174.6,41.41,,26.9
99,파주,2017-09,19.1,29.5,4.2,1009.9,80,1.4,,,239.4,64.17,,22.1
99,파주,2017-10,13,26.8,-3.6,1017.8,74,1.3,,,158.4,47.03,,14.9
99,파주,2017-11,2.8,19.9,-11.1,1019.5,70,1.5,,,168.8,55.42,,4.4
99,파주,2017-12,-4.6,8,-18.8,1022.3,70,1.3,,,170.4,57.22,,-2.1
99,파주,2018-01,-6.8,8,-23.5,1021.1,64,1.4,,,200.4,65.38,,-3.1
99,파주,2018-02,-4.2,9.6,-20.6,1020.3,57,1.7,,,216.3,71.55,,-1.7
99,파주,2018-03,5.8,21.1,-9.7,1017.1,71,2,,,207.8,56.01,,7
99,파주,2018-04,10.6,25.3,-3.8,1012.4,67,2.2,,,220.8,55.83,,13.1
99,파주,2018-05,16,29.9,4.5,1008.1,76,1.8,,,236,53.53,,19.5
99,파주,2018-06,20.8,31,11.8,1004.6,79,1.5,,,230.2,51.98,,25.4
99,파주,2018-07,25.5,36.7,14.8,1005.4,83,1.4,,,245.2,54.55,,29.3
99,파주,2018-08,26.5,37.6,16.6,1004,82,1.4,5.6,2.5,230.2,56.37,,29.5
99,파주,2018-09,19.2,30.1,6.9,1010.1,80,1.3,4.6,2.9,220.6,59.09,,22.1
99,파주,2018-10,10.3,25.5,-3.1,1015.7,78,1.2,3.9,2.3,220.4,63.33,,12.3
99,파주,2018-11,5,19.4,-8.3,1020.3,77,1,4.1,2.7,165.2,54.16,,5.3
99,파주,2018-12,-3.2,11.4,-17.7,1024.3,62,1.2,3.7,2.2,199.7,67.01,,-2.4
99,파주,2019-01,-4,8,-16.1,1022.9,61,1,3.6,2.1,219.8,71.78,,-3.4
99,파주,2019-02,-1.2,13.2,-14.4,1021.2,62,1.2,4.9,3,195.2,64.61,,-.1
99,파주,2019-03,4.7,16.8,-7.5,1014,67,1.6,4.9,3.4,207.9,56.11,,5.4
99,파주,2019-04,10.1,26.6,-5,1012,66,1.6,5,3.3,221.6,56.07,,12.1
99,파주,2019-05,17.3,31.3,1.8,1008.4,65,1.6,3.9,1.7,314.4,71.32,,22.2
99,파주,2019-06,20.6,31.6,10.3,1004,78,1.3,5.5,3.5,222.8,50.33,,26.5
99,파주,2019-07,24.3,34.7,16.3,1002.9,83,1.4,6.5,4.8,158.8,35.31,,27.8
99,파주,2019-08,25.1,34.7,15.5,1003.6,86,1.1,5.2,2.8,250.1,59.25,,28.3
99,파주,2019-09,20.3,30,8.3,1011.8,85,1.3,6.9,5.1,164,43.89,,22.6
99,파주,2019-10,13.9,28,-.3,1016,80,1.2,4.5,2.8,228.3,65.55,,16
99,파주,2019-11,4.8,20.5,-8.2,1019.8,74,1.1,4.3,3,192.3,63.03,,6.6
99,파주,2019-12,-.8,10.9,-14.9,1022.7,76,1.1,4,3.3,157.5,52.85,,.5
100,대관령,2016-01,-7.1,6.8,-23,928.2,59,4.9,,,227.7,74.27,301.19,-5.5
100,대관령,2016-02,-4.1,13.7,-18,928.6,63,4.3,,,210,67.01,347.78,-2
100,대관령,2016-03,1.9,17.9,-17.3,928.8,63,3.5,,,221.1,59.52,452.05,3.1
100,대관령,2016-04,8.9,23.3,-2.8,924,63,4.3,,,252.7,63.85,545.77,11.2
100,대관령,2016-05,14,27.4,.3,923.4,61,3.9,,,321.3,72.89,696.47,17.6
100,대관령,2016-06,17.2,27.8,3.1,921.6,77,2.6,,,277.8,62.79,611.06,22.6
100,대관령,2016-07,20.1,30.2,10.6,923,86,2.7,,,206.2,45.97,477.65,23.6
100,대관령,2016-08,20.5,32.4,7.3,921.5,85,2.5,,,253.8,60.29,540.88,25.5
100,대관령,2016-09,15.9,25.8,6.9,927.2,89,2,,,160,42.93,324.85,18.5
100,대관령,2016-10,9.8,22.8,-2.5,930.5,84,2.4,,,185.8,53.42,302.49,11.7
100,대관령,2016-11,2.5,15.1,-10.2,930.5,73,3.4,,,211.6,69.38,275.14,3.3
100,대관령,2016-12,-2.7,11.6,-21.7,930.1,72,3.8,,,191.4,64.12,236.62,-.5
100,대관령,2017-01,-6.2,6.9,-21.1,929.1,65,4.1,,,241.8,78.74,299.91,-3.2
100,대관령,2017-02,-4.3,7.3,-17.1,927.6,62,4.1,,,241.8,79.85,384.32,-1.8
100,대관령,2017-03,.3,12.2,-10.4,926.7,65,3,,,239.3,64.48,451.66,1.9
100,대관령,2017-04,8.8,23,-3.4,922.9,58,4.3,,,286,72.31,584.4,10.1
100,대관령,2017-05,13.8,26.8,1.5,923.7,63,3.9,,,314,71.27,666.37,17.9
100,대관령,2017-06,15.8,29,2.4,922.1,76,2.5,,,279.9,63.28,607.07,21.6
100,대관령,2017-07,21.5,31.1,14.9,922.7,87,3.1,,,207.8,46.3,465.82,24.4
100,대관령,2017-08,19.2,29.3,7.6,923,90,2.5,,,176.8,41.97,405.16,22.1
100,대관령,2017-09,14.6,25.9,2.9,926.3,83,2.4,,,252,67.58,479.29,17
100,대관령,2017-10,9,21.6,-5.3,932,85,2,,,192.1,55.19,319.44,10.7
100,대관령,2017-11,1.2,14.8,-15.3,929.1,61,4.8,,,237,77.63,301.67,1
100,대관령,2017-12,-6.6,4.5,-20.5,928.9,61,5.1,,,240.5,80.54,280.79,-4.9
100,대관령,2018-01,-8.5,3.9,-24.4,926.9,57,4.7,,,238.3,77.62,304.65,-6.2
100,대관령,2018-02,-6.5,5.3,-23.4,927.2,54,4.8,,,233.3,77.12,350.85,-5.1
100,대관령,2018-03,2.3,17.5,-17.1,928.5,69,4.3,,,231,62.28,445.11,2.6
100,대관령,2018-04,8.1,27.3,-4.8,925.7,60,4.3,,,268.4,67.91,550.5,8.5
100,대관령,2018-05,12.5,28.3,.4,923.6,75,3.8,,,265,60.17,565.92,15
100,대관령,2018-06,17.1,28.5,6.4,921.9,76,2.7,,,267.3,60.43,602.53,22.3
100,대관령,2018-07,21.4,32.9,10.4,924.4,86,2.9,,,239.5,53.34,556.56,25
100,대관령,2018-08,21.1,32.2,10.9,923.3,89,2.6,6.7,3.9,183,53.45,478.48,24.4
100,대관령,2018-09,14.2,23.2,1.8,926.8,87,2.4,6.2,3.9,132.1,41.1,358.66,16.9
100,대관령,2018-10,6.9,18.6,-4.5,928.8,77,3.3,4.1,2.9,225.6,64.79,344.73,8.5
100,대관령,2018-11,2.7,16.8,-9.2,931.6,73,2.8,4.2,3,170.1,55.7,227.38,2.9
100,대관령,2018-12,-5,11.1,-20.3,931.6,60,3.7,4,1.9,207.4,69.46,227.76,-3.5
100,대관령,2019-01,-5.6,5.3,-20.1,929.9,53,4.1,3.2,2,238.5,77.71,269.29,-5.1
100,대관령,2019-02,-3.3,8.1,-16.6,929.4,63,3.3,4.7,3.2,216.2,71.47,329.59,-1.7
100,대관령,2019-03,1.6,15,-8,924.8,70,3.5,4.9,3.8,229.2,61.85,471.59,2.2
100,대관령,2019-04,6.2,24.4,-8.4,925.1,66,3,5.2,3.4,236.5,59.86,567.23,8.1
100,대관령,2019-05,14.5,29.6,-3.6,923.7,56,3.4,4.1,2.3,320.7,72.9,761.87,18
