지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
260,장흥,2016-01,1,16.1,-10.5,1019,71,2.2,,,152,48.41,,1.9
260,장흥,2016-02,2.9,17.1,-7.4,1019.1,66,2.6,,,176.6,55.64,,3.7
260,장흥,2016-03,7.4,22.2,-7.1,1015.9,69,2,,,211.7,56.94,,9.7
260,장흥,2016-04,14.1,25.7,3.4,1008.4,75,1.9,,,192.5,49.07,,17.2
260,장흥,2016-05,18.2,29.5,5.9,1006.9,74,1.9,,,230.1,53.04,,22.7
260,장흥,2016-06,21.9,30,12.8,1002.9,83,1.6,,,120.5,27.78,,25.8
260,장흥,2016-07,25.7,34.3,19.2,1003.2,85,1.7,,,194.8,44.18,,29.8
260,장흥,2016-08,26.7,36.2,16.4,1000.7,79,1.5,,,270.2,64.92,,32.6
260,장흥,2016-09,22.1,31.2,12.6,1007.4,86,1.1,,,120.8,32.49,,24.3
260,장흥,2016-10,17.1,28.6,3.7,1012.8,79,1.6,,,107.5,30.65,,18.2
260,장흥,2016-11,9.3,21,-2,1017,74,1.8,,,162.5,52.25,,9.8
260,장흥,2016-12,4.8,19.9,-5.5,1018.9,72,2.1,,,156.9,51.21,,4.6
260,장흥,2017-01,2.1,14.8,-7.9,1019.4,68,2.3,,,195.6,62.23,,2.1
260,장흥,2017-02,2.9,15.5,-7.7,1017.8,64,2.8,,,189.9,61.94,,3.3
260,장흥,2017-03,6.9,19.7,-5.3,1014.2,62,2,,,210.2,56.55,,8.3
260,장흥,2017-04,14.3,28.2,-1.4,1008.3,67,2.1,,,243.9,62.17,,15.8
260,장흥,2017-05,18.9,33.2,6.3,1007.8,69,1.6,,,241.5,55.7,,23.5
260,장흥,2017-06,21.8,32.7,11.6,1003.7,75,1.7,,,195.2,45,,26.1
260,장흥,2017-07,26.7,34.6,19.4,1003.2,87,1.3,,,138.7,31.45,,29.3
260,장흥,2017-08,26.2,35.6,14.9,1002.2,82,1.4,,,215.1,51.68,,29.8
260,장흥,2017-09,21,29.3,7.1,1007.2,79,1.2,,,183,49.21,,23.5
260,장흥,2017-10,16,28.6,.5,1014.2,78,1.4,,,159.2,45.39,,17.8
260,장흥,2017-11,7.6,21.7,-2.9,1017.4,70,1.6,,,192.7,61.92,,9.2
260,장흥,2017-12,1.4,14.2,-8.8,1020.2,69,1.9,,,172.3,56.23,,2.4
260,장흥,2018-01,-.3,12.4,-13.2,1018.3,69,2,,,181.5,57.77,,1.3
260,장흥,2018-02,1.3,16.3,-11.8,1017.7,59,2,,,166,54.14,,2.3
260,장흥,2018-03,8.6,23.7,-3.1,1014.4,77,1.7,,,189.4,51.01,,9.5
260,장흥,2018-04,13.5,27.5,-2.1,1010.6,74,2,,,194.6,49.64,,15
260,장흥,2018-05,18.1,27.7,2.8,1006.5,78,1.8,,,162.6,37.53,,20.4
260,장흥,2018-06,22.2,33,13.1,1002.8,79,1.7,,,176.1,40.59,,27.1
260,장흥,2018-07,26.9,36.8,18.5,1003.2,81,1.7,,,158.2,35.87,,32.2
260,장흥,2018-08,27.6,36.2,18.8,1001.8,81,2.2,6.2,3,205.7,49.36,,32.1
260,장흥,2018-09,21.1,29.6,9.9,1007.5,81,1.4,6.3,3.8,145.9,39.18,,23.2
260,장흥,2018-10,13.9,26,2.4,1013.1,75,1.6,4.3,2.2,227.3,64.78,,16.2
260,장흥,2018-11,9,21.6,-2.7,1017.6,76,1.1,4,2.5,187.2,60.1,,8.9
260,장흥,2018-12,3.5,18.6,-7.1,1020.9,66,2.1,5,3.4,157.8,51.52,,2.8
260,장흥,2019-01,2.1,11.5,-8.2,1020.3,61,2.2,4.1,3.1,206.2,65.63,,1.6
260,장흥,2019-02,3.9,15.4,-6.4,1018.1,61,2.1,6.3,4.4,161.1,52.63,,3.7
260,장흥,2019-03,8.1,20.9,-3.6,1012.4,65,2.2,5.1,3.3,207.2,55.86,,9.9
260,장흥,2019-04,12.3,24.8,-3,1009.8,70,1.7,5.5,4,173.5,44.31,,14.4
260,장흥,2019-05,18,31.3,1.2,1007.2,65,2,4.8,2.4,287.4,66.34,,22.2
260,장흥,2019-06,21.5,31.8,12.6,1002,80,1.5,6.1,3.5,201,46.35,,25.4
260,장흥,2019-07,25.2,33.5,18.9,1001.3,81,1.8,7.1,4.5,146.7,33.25,,27.2
260,장흥,2019-08,26.3,34.5,16.6,1001.7,83,1.5,5.9,3.2,202,48.45,,30.1
260,장흥,2019-09,22.5,31.3,11.1,1008.3,85,1.6,6.8,4.3,131.7,35.35,,24.3
260,장흥,2019-10,16.2,27.4,2.4,1012.7,77,1.4,4.9,3.1,209.9,59.75,,18.5
260,장흥,2019-11,9.9,23.2,-4.5,1016.7,72,1.6,4.4,2.7,187.3,60.11,,10.4
260,장흥,2019-12,3.8,16.4,-6.2,1019.6,70,1.7,4.9,3.4,166.1,54.19,,3.3
261,해남,2016-01,.4,13.8,-9.8,1023.2,75,2.1,,,127.7,40.66,,1
261,해남,2016-02,2.4,16.9,-8,1023.2,71,2.4,,,179.7,56.65,,3.3
261,해남,2016-03,6.6,21.8,-8.1,1019.9,74,2.1,,,220.6,59.3,,8.6
261,해남,2016-04,13.3,24.8,2.4,1012.1,81,2.4,,,185.1,47.17,,15
261,해남,2016-05,17.8,29.5,6.2,1010.6,78,2.3,,,224.7,51.82,,20.4
261,해남,2016-06,21.8,29.3,12,1006.5,81,2,,,136.3,31.45,,25.6
261,해남,2016-07,25.9,34.6,18.5,1006.6,80,2.5,,,207.1,47.03,,30.7
261,해남,2016-08,27.2,37.1,16.9,1004.3,74,2,,,281.6,67.69,,36.6
261,해남,2016-09,22.2,31,13.2,1010.9,79,1.5,,,130.8,35.21,,27.6
261,해남,2016-10,16.8,29.6,2.8,1016.4,76,2.4,,,98.6,28.12,,19.1
261,해남,2016-11,8.7,21.3,-3,1020.9,70,2.1,,,165.7,53.23,,10.9
261,해남,2016-12,4.4,19.1,-6.6,1022.9,70,2.1,,,146.6,47.72,,5.9
261,해남,2017-01,1.6,13.4,-10.4,1023.6,66,2.2,,,183.7,58.39,,3.8
261,해남,2017-02,1.9,15.2,-9.1,1022.1,64,2.4,,,186.3,60.74,,4.5
261,해남,2017-03,5.5,19.4,-7.4,1018.3,62,2.1,,,209.2,56.31,,9.7
261,해남,2017-04,12.9,26.4,-3.3,1012.3,66,2.3,,,244.5,62.37,,17.2
261,해남,2017-05,17.7,31.8,4.5,1011.6,66,2,,,259.9,59.98,,24
261,해남,2017-06,21.6,32.2,9.1,1007.4,71,2.2,,,201.5,46.47,,27.6
261,해남,2017-07,27.2,34.8,20.7,1006.7,83,2.1,,,147.2,33.42,,30.9
261,해남,2017-08,26.6,37.2,14.6,1005.7,78,2.2,,,234,56.25,,31.7
261,해남,2017-09,21.3,30.1,8.2,1010.8,76,1.8,,,191.4,51.48,,25.1
261,해남,2017-10,15.7,28.9,-.3,1018,75,1.8,,,166.6,47.49,,17.6
261,해남,2017-11,7.3,21.5,-5.3,1021.4,67,1.7,,,192.1,61.67,,9.7
261,해남,2017-12,1.1,14.7,-9.8,1024.5,69,1.7,,,157.7,51.3,,2.8
261,해남,2018-01,-.9,11.2,-14,1022.5,70,2.1,,,163.6,52,,1.4
261,해남,2018-02,.3,15.4,-12.1,1021.9,62,2.3,,,162,52.82,,2.1
261,해남,2018-03,8,23,-4.1,1018.2,75,2.2,,,192.5,51.87,,9.9
261,해남,2018-04,13,26.5,-1.3,1014.3,72,2.8,,,203.3,51.93,,15.5
261,해남,2018-05,18,29.1,2.8,1010.2,75,2.2,,,158.2,36.52,,20.4
261,해남,2018-06,21.7,33.2,11.9,1006.5,76,2,,,205.8,47.46,,26.8
261,해남,2018-07,26.7,36.6,17.9,1006.6,81,2.2,,,262.1,59.47,,31.2
261,해남,2018-08,27.5,36.3,20.3,1005.3,81,2.6,5.9,2.6,214.3,51.48,,31.8
261,해남,2018-09,20.7,29.1,7.8,1011,82,1.9,6.4,4,154,41.4,,22.1
261,해남,2018-10,13.3,25,1.2,1017,76,1.9,4.6,2.7,227.7,64.8,,15.4
261,해남,2018-11,7.9,20,-3.9,1021.5,79,1,4.2,2.7,196.5,63.02,,9.1
261,해남,2018-12,2.3,20.8,-8.9,1025,72,1.6,6.4,4.3,148.8,48.44,,3.5
261,해남,2019-01,.5,9.8,-10,1024.6,68,2,5.1,3.7,196.3,62.4,,2.1
261,해남,2019-02,2.2,14.7,-9.8,1022.3,68,2.2,6.6,4.9,152.9,49.92,,3.8
261,해남,2019-03,6.5,19.3,-5.3,1016.6,72,2.4,5.6,3.9,205.9,55.48,,8.5
261,해남,2019-04,10.9,24.1,-5.3,1013.7,74,2.2,5.7,4,178.9,45.71,,13.1
261,해남,2019-05,16.7,28.3,-.6,1011,70,2.3,4.9,2.5,282.7,65.27,,20.4
261,해남,2019-06,20.5,29.9,11.2,1005.7,82,1.7,5.8,3.5,212.8,49.08,,24.4
261,해남,2019-07,24.2,31.9,17.7,1004.7,86,2.2,6.9,4.8,155.5,35.27,,26.7
261,해남,2019-08,25.6,34.4,15.5,1005.3,85,1.8,6,3.4,214.9,51.56,,29
261,해남,2019-09,22,29.7,9.3,1011.8,86,1.9,6.8,4,147.1,39.53,,23.6
261,해남,2019-10,15.8,27.7,1.4,1016.5,79,1.6,5.1,3.3,202.9,57.71,,18.5
261,해남,2019-11,10.1,22.4,-5.9,1020.6,73,1.9,5.3,3,186.7,59.88,,11.7
261,해남,2019-12,3.6,16,-7.1,1023.7,73,1.6,5.6,3.9,169.3,55.15,,4.8
262,고흥,2016-01,1.3,14.7,-9.3,1017.6,71,2,,,157.8,50.25,,2.6
262,고흥,2016-02,3.3,16.8,-7.5,1017.8,64,2.3,,,192.2,60.57,,4.6
262,고흥,2016-03,7.8,21.4,-5.8,1014.7,73,1.5,,,211.4,56.86,,10.9
262,고흥,2016-04,13.8,24.8,4.1,1007.5,79,1.5,,,184.1,46.9,,17
262,고흥,2016-05,18,30.3,6.2,1006,78,1.5,,,222.9,51.41,,22.3
262,고흥,2016-06,21.5,29.3,12.1,1002.1,90,1.2,,,121.9,28.1,,24.1
262,고흥,2016-07,25.3,33.9,19.2,1002.5,93,1.2,,,194.2,44.1,,28
262,고흥,2016-08,26.6,36,16.1,999.7,76,1.1,,,266.3,64.01,,30.5
262,고흥,2016-09,22.1,30.9,14.5,1006.5,83,.9,,,121.3,32.63,,24.2
262,고흥,2016-10,16.9,28,4.3,1011.7,80,1,,,101.5,28.96,,18.7
262,고흥,2016-11,9.2,20.6,-1.9,1015.8,73,1.3,,,159.4,51.22,,10.5
262,고흥,2016-12,4.7,18.9,-5.6,1017.6,70,1.6,,,166.5,54.25,,5.3
262,고흥,2017-01,2,14.1,-9,1018,65,1.9,,,193,61.37,,3.2
262,고흥,2017-02,3,14.9,-6.9,1016.3,61,2.3,,,190.7,62.18,0,4.2
262,고흥,2017-03,6.7,19.4,-3.8,1012.9,61,1.6,,,211.5,56.95,,8.5
262,고흥,2017-04,14.1,25.7,.4,1007.2,64,1.7,,,238.3,60.78,,15.7
262,고흥,2017-05,18.2,32.2,7.7,1006.7,66,1.5,,,259.6,59.87,,21.9
262,고흥,2017-06,21,31.2,10,1002.8,74,1.3,,,204.4,47.12,,25.9
262,고흥,2017-07,26.4,34.1,18.7,1002.4,86,1.2,,,158.1,35.87,,30.3
262,고흥,2017-08,26.3,36,15.5,1001.3,79,1.2,,,222.9,53.56,,31.3
262,고흥,2017-09,21.4,29.9,8.2,1006.2,77,1,,,182.1,48.95,,24.4
262,고흥,2017-10,16.3,28,.1,1013.1,77,1,,,160.2,45.65,,17.8
262,고흥,2017-11,7.9,21.1,-2.1,1016.1,70,1.2,,,196.9,63.19,,8.7
262,고흥,2017-12,1.6,13.7,-10.6,1018.9,65,1.7,,,191.6,62.43,,1.8
262,고흥,2018-01,-.1,12.9,-12.6,1016.9,65,1.7,,,181.4,57.68,,1.3
262,고흥,2018-02,1.5,15.2,-11.5,1016.4,56,1.7,,,175.6,57.29,,2.7
262,고흥,2018-03,8.5,22.7,-2.1,1013.3,75,1.5,,,205,55.21,,10
262,고흥,2018-04,13.5,27,1,1009.6,72,1.6,,,209.3,53.41,,15.9
262,고흥,2018-05,17.8,27.8,7.2,1005.7,77,1.4,,,177.9,41.04,,19.9
262,고흥,2018-06,21.4,32,12.6,1002,81,1.1,,,208.7,48.11,,25.2
262,고흥,2018-07,26.4,35.7,19.7,1002.4,81,1.2,,,242.5,55.01,,30.7
262,고흥,2018-08,27.4,35.6,18.6,1001.2,79,1.5,6,3,202.7,48.67,,30.9
262,고흥,2018-09,21,30,8.1,1006.5,80,1,6.6,3.9,143,38.43,,22.8
262,고흥,2018-10,14,24.7,3.3,1011.9,74,1.3,3.9,2.2,219.7,62.54,,16
262,고흥,2018-11,8.7,20.9,-2.5,1016.5,78,.7,4.1,2.6,181.6,58.26,,9.3
262,고흥,2018-12,3.4,17.3,-7.9,1019.5,66,1.4,5,3.4,159.1,51.86,,3.2
262,고흥,2019-01,2.1,11.9,-7.1,1018.8,58,1.9,3.9,2.9,201,63.91,,1.9
262,고흥,2019-02,3.7,15.6,-7.5,1016.7,60,1.5,6.2,4.3,164.3,53.66,,4.3
262,고흥,2019-03,8.2,20.3,-2.9,1011.1,63,2,4.8,3.1,220.5,59.42,,9.5
262,고흥,2019-04,12.1,23.3,-1.9,1008.8,69,1.4,5.2,3.6,175.9,44.93,,14.2
262,고흥,2019-05,17.7,29.4,4,1006.1,65,1.5,4.8,2.4,260.4,60.11,,21.1
262,고흥,2019-06,20.8,31.4,11.6,1001.1,81,1.2,6.1,3.5,176.9,40.8,,24.5
262,고흥,2019-07,24.1,32.1,16.8,1000.5,86,1.3,7,4.3,137.8,31.25,,26.7
262,고흥,2019-08,25.9,35.4,16.8,1000.9,82,1.2,5.9,3.1,180.8,43.37,,29.9
262,고흥,2019-09,21.9,29.7,12.2,1007.6,86,1.2,6.8,4.1,114.7,30.81,,24.7
262,고흥,2019-10,16.1,26.7,3.1,1011.6,76,1.2,4.6,2.6,203.4,57.87,,18.9
262,고흥,2019-11,9.9,22.8,-2.8,1015.5,72,1.3,4.2,2.1,183.9,58.98,,12.2
262,고흥,2019-12,3.8,15.5,-7,1018.3,69,1.5,4.6,2.8,167.7,54.66,,4.7
263,의령군,2016-01,-.6,16.4,-13.9,1022.2,63,1.4,,,176.3,56.43,291.29,1.2
263,의령군,2016-02,2.8,16.3,-9.3,1022,55,1.8,,,206.8,65.34,388.44,4.7
263,의령군,2016-03,8,22,-8.8,1019.4,65,1.2,,,202,54.34,478.19,11.1
263,의령군,2016-04,13.1,25.4,2.5,1012.1,74,1.4,,,185.7,47.24,519.88,17.3
263,의령군,2016-05,17.6,31.4,4.2,1010.4,72,1.3,,,231,53.07,651.64,21.6
263,의령군,2016-06,21.5,30.6,9.2,1006.6,82,1,,,147.8,33.98,513.19,26.7
263,의령군,2016-07,25.2,35.1,18.2,1006.9,87,1,,,163.4,36.93,550.76,30.6
263,의령군,2016-08,25.8,37,14,1004.2,81,1,,,237,56.79,623.67,34.6
263,의령군,2016-09,20.4,30.2,10.2,1011.7,90,.7,,,89.8,24.16,332.42,24.2
263,의령군,2016-10,15.1,27.9,3,1017,89,.7,,,99.6,28.47,301.17,19.1
263,의령군,2016-11,7.8,21.6,-4.1,1020.8,79,.8,,,156.9,50.66,289.53,9.9
263,의령군,2016-12,2.9,19.5,-8.7,1022.2,75,1.2,,,176.4,57.89,279.07,3.9
263,의령군,2017-01,.7,15.4,-11.9,1022.5,67,1.4,,,200.7,64.12,316.31,2
263,의령군,2017-02,2.8,16,-9.3,1020.4,61,1.8,,,217.8,71.22,408.01,4.9
263,의령군,2017-03,7.1,20.7,-6.1,1017.3,65,1.4,,,220.9,59.48,512.07,10.7
263,의령군,2017-04,14.6,28.9,-.5,1011.4,67,1.7,,,215.9,54.92,569.26,16.7
263,의령군,2017-05,19.4,36,5.9,1010.7,66,1.4,,,254.7,58.54,679.47,22.4
263,의령군,2017-06,22.4,35.1,11.6,1007,71,1.1,,,227.6,52.33,650.38,29.5
263,의령군,2017-07,27.4,37.3,17.4,1006.6,79,1.2,,,134.9,30.47,524.58,30.4
263,의령군,2017-08,26.1,37.6,13.9,1006,79,.9,,,197,47.21,564.48,29.9
263,의령군,2017-09,20.2,30.2,7,1011.2,79,.8,,,180.5,48.53,480.57,23.8
263,의령군,2017-10,15.7,29.5,-1.1,1018.3,78,.9,,,145.9,41.64,356.26,19
263,의령군,2017-11,7.1,23.2,-6.1,1020.5,65,1.2,,,215.9,69.67,352.35,9.7
263,의령군,2017-12,-.1,14.3,-12.2,1023.3,58,1.4,,,214,70.21,314.79,1.5
263,의령군,2018-01,-1.2,15,-14.4,1021.3,61,1.3,,,201.4,64.41,324.33,.7
263,의령군,2018-02,1.1,16.3,-13.7,1020.8,48,1.6,,,203.3,66.5,383.32,3.1
263,의령군,2018-03,8.7,24.8,-2.9,1018.2,70,1.6,,,203.6,54.86,472.43,11.1
263,의령군,2018-04,14,29.8,-1.2,1014.1,66,1.7,,,221.6,56.44,556.74,17.9
263,의령군,2018-05,18.7,31,5.6,1010.2,70,1.3,,,179.3,41.22,566.81,22.5
263,의령군,2018-06,22.8,34.8,12.2,1006.7,72,1,,,181.6,41.76,568.25,27
263,의령군,2018-07,27.4,38.7,18.2,1007.1,76,.9,,,222.1,50.15,621.56,32.8
263,의령군,2018-08,27,37.8,16.3,1006.2,78,1.1,6,,198,47.41,556.97,31.7
263,의령군,2018-09,20.6,30.5,9.8,1011.6,81,.7,6.9,,124,33.31,393.06,23.4
263,의령군,2018-10,13,26.7,1.6,1016.7,77,.9,4.1,1.9,211.8,60.45,430.06,15
263,의령군,2018-11,7.4,21.3,-3.2,1021.6,77,.7,4.3,2.4,163.4,52.66,299.02,8.5
263,의령군,2018-12,2,17.3,-11,1024.4,64,1,4.5,2.1,164.8,55.88,271.54,2.9
263,의령군,2019-01,.7,12.7,-10.2,1023.2,58,1.1,3.4,1.5,216.5,69.3,344.28,.9
263,의령군,2019-02,3.6,16.3,-7.6,1021.4,59,1.2,5.4,1.7,194.4,63.7,377.49,5.2
263,의령군,2019-03,8.6,21.8,-4.2,1015.2,60,1.8,4.6,1.8,233.4,62.91,527.09,11.7
263,의령군,2019-04,12.8,26.9,-3.5,1013.3,63,1.4,5.1,2.6,175.5,46.34,486.76,15.7
263,의령군,2019-05,18.9,32.6,4.5,1010.4,60,1.3,4.7,1.4,271.7,62.5,702.41,22.4
263,의령군,2019-06,22.1,33.8,11.8,1005.5,73,1.1,5.8,2.9,192.5,45.79,586.03,26.9
263,의령군,2019-07,25.2,34.5,16.9,1005.2,79,1.3,7.1,3.1,147.7,33.35,519.54,27.7
263,의령군,2019-08,26.4,36.1,15.8,1005.4,78,1.1,5.9,2.1,185.1,44.28,545.13,29.8
263,의령군,2019-09,21.9,31.8,10.9,1013,84,1,6.8,3.3,120.1,32.24,385.21,23.5
263,의령군,2019-10,15.9,28.8,1.9,1016.6,78,1,4.8,2.4,186.4,53.11,398.79,17.6
263,의령군,2019-11,9.1,23.3,-3.7,1020.4,73,1,4.3,2.1,173.5,57.78,313.41,10.1
263,의령군,2019-12,2.8,17.3,-9.1,1023.2,68,1.1,3.8,1.4,191.8,62.91,281.6,3.9
264,함양군,2016-01,.2,17.3,-11.7,1005.5,65,2,,,155.2,49.81,262.09,-.1
264,함양군,2016-02,2.2,15.8,-9.9,1005.4,61,2.2,,,176.7,55.88,362.19,1.9
264,함양군,2016-03,7.8,24.2,-7.3,1002.8,59,1.3,,,217,58.36,508.39,8.3
264,함양군,2016-04,14.3,27.1,1.8,995.8,66,1.5,,,191.1,48.58,530.34,14.9
264,함양군,2016-05,18.1,31.1,4.7,994.4,70,1.4,,,256.5,58.83,674.8,21.6
264,함양군,2016-06,21.8,31.6,9.9,990.7,81,.9,,,159.3,36.49,536.32,25.8
264,함양군,2016-07,25.6,35.4,17.9,991.1,85,.8,,,175.9,39.66,576.29,29.1
264,함양군,2016-08,26.1,37.3,14,988.8,79,1,,,227.1,54.38,622.51,31.5
264,함양군,2016-09,20.8,31.4,9.4,996,88,.5,,,99.1,26.63,346.68,22.5
264,함양군,2016-10,15.5,29.1,2.6,1001.1,84,.7,,,100.3,28.69,301.16,16.2
264,함양군,2016-11,7.7,21.8,-5,1004.4,73,1.1,,,147.5,47.72,280.54,7.2
264,함양군,2016-12,2.9,17,-8.7,1005.7,70,1.6,,,155.2,51.05,255.08,2.2
264,함양군,2017-01,.6,14.7,-12.3,1005.8,63,1.9,,,188.7,60.46,319.87,.1
264,함양군,2017-02,2.3,16.3,-8.3,1003.9,57,2.3,,,203,66.47,394.57,2
264,함양군,2017-03,6.4,21.8,-5.2,1000.9,58,1.5,,,214.9,57.88,510.09,7.9
264,함양군,2017-04,13.7,29.3,-.2,995.2,62,1.6,,,230.5,58.64,582.67,14.5
264,함양군,2017-05,18.1,33,5.4,994.9,66,1.5,,,259.9,59.66,686.55,21.6
264,함양군,2017-06,21.9,35,8.1,991.2,69,1.4,,,235.3,53.89,672.21,26.7
264,함양군,2017-07,26.2,35.2,18.2,991,88,.8,,,132,29.76,502.11,27.7
264,함양군,2017-08,25.2,36.3,11.7,990.5,86,.8,,,184.2,44.07,554.06,28.3
264,함양군,2017-09,19.2,29.6,4.6,995.6,84,.8,,,186,49.96,487.48,21.1
264,함양군,2017-10,14.1,29.3,-2.9,1002.5,85,.6,,,116.5,35.48,305.63,15.4
264,함양군,2017-11,6.5,22.3,-5.4,1004.2,69,1.5,,,182.2,63.31,304.05,6.3
264,함양군,2017-12,-.2,13.2,-14,1006.5,66,1.9,,,171,56.23,278.17,-.6
264,함양군,2018-01,-1.6,10.8,-16,1004.6,67,2,,,181.9,58.32,309.96,-1.1
264,함양군,2018-02,0,15.2,-14.3,1004.1,57,1.8,,,190.9,62.55,368.97,.2
264,함양군,2018-03,8,24.8,-6,1001.6,74,1.4,,,215.1,57.96,495.47,8.2
264,함양군,2018-04,13.3,30.9,-.9,997.8,69,1.7,,,222.5,56.63,563.61,14.5
264,함양군,2018-05,18,31.3,5.2,994.1,77,1.2,,,193.7,44.48,596.7,20.7
264,함양군,2018-06,22.5,36.7,11.8,990.7,75,.9,,,202.4,46.37,615.61,26.7
264,함양군,2018-07,26.5,37.8,16.3,991.5,85,.8,,,218.8,49.32,624.47,30.4
264,함양군,2018-08,26.2,36.2,14.9,990.6,87,.9,6.1,2.5,187.2,44.75,534.35,29.9
264,함양군,2018-09,19.4,29.9,5.7,995.9,88,.7,6.7,3,137.2,36.83,416.23,20.9
264,함양군,2018-10,11.9,24.8,1.3,1000.8,82,1.1,4.4,1.9,201.7,57.58,424.57,13.1
264,함양군,2018-11,6.6,21.9,-4.4,1005.2,82,.6,4.4,2.1,165.5,53.51,296.65,6.2
264,함양군,2018-12,1.6,17.3,-12.5,1007.7,68,1.5,5.2,1.9,163.6,53.73,271.95,1
264,함양군,2019-01,.7,14,-11,1006.6,63,1.9,3.9,1.6,210.5,67.53,335.21,-.3
264,함양군,2019-02,2.7,15.5,-8.4,1004.8,65,1.6,5.6,1.9,182.8,59.95,363.58,2.6
264,함양군,2019-03,7.6,22.5,-4.2,998.9,65,1.9,4.8,1.8,222.1,59.88,509.88,7.3
264,함양군,2019-04,12.2,27.5,-4.3,997,69,1.4,5.4,2.4,180.5,45.94,514.25,13.6
264,함양군,2019-05,18,31.9,1.6,994.5,64,1.4,4.6,1,295.5,67.85,737.24,20.5
264,함양군,2019-06,21.4,33.3,9.9,989.7,81,.9,5.6,2.1,215.3,49.34,636.28,25.3
264,함양군,2019-07,24.2,34,15.6,989.4,89,.8,7.4,2.9,140.2,31.61,510.1,26.3
264,함양군,2019-08,25.4,35.1,14.7,990,89,.8,6.3,2.5,186,44.46,547.46,28.4
264,함양군,2019-09,21.3,31.8,11.2,997.2,93,.6,7.2,3.9,121.3,32.52,380.02,22.9
264,함양군,2019-10,14.7,28.4,.5,1000.8,82,.9,5.2,2.7,179.1,51.11,394.16,16.1
264,함양군,2019-11,8.1,23.9,-6.2,1004.1,70,1.1,4.9,2.4,162.5,52.47,305.28,8
264,함양군,2019-12,2.2,15.6,-10.1,1006.6,64,1.3,4.6,1.7,176.5,58,271.98,1.5
266,광양시,2016-01,2.2,15.8,-9.9,1013.1,65,2.4,,,183.8,58.65,299.13,2.7
266,광양시,2016-02,4.1,16,-5,1013.3,60,2.6,,,206.7,65.18,386.51,5.5
266,광양시,2016-03,9.4,21.9,-4.9,1010.5,66,1.7,,,212,57.04,495.72,11.6
266,광양시,2016-04,15.2,26.2,7.8,1003.5,73,2,,,189.9,48.36,517.67,17.3
266,광양시,2016-05,19.6,31.8,10.6,1002.1,70,1.7,,,234.6,54.02,636.78,22.7
266,광양시,2016-06,22.7,31.9,15.9,998.4,83,1.5,,,136.4,31.41,494.93,25.6
266,광양시,2016-07,26.1,35.2,20,998.8,90,1.5,,,199.5,45.16,581.51,29.5
266,광양시,2016-08,27.9,37.8,16.8,996,78,1.7,,,267.6,64.28,657.71,32.1
266,광양시,2016-09,22.8,30.8,16.3,1003,86,2,,,120,32.27,378.75,24.6
266,광양시,2016-10,17.8,28.5,7.3,1008,81,2,,,117.4,33.51,322.12,18.9
266,광양시,2016-11,10.7,20.5,-.2,1011.6,70,1.8,,,177.5,57.15,310.83,11.8
266,광양시,2016-12,5.9,18.4,-4.3,1013.2,67,2,,,186.2,60.95,279.62,6.7
266,광양시,2017-01,3.1,15.2,-7.6,1013.5,61,2.4,,,214,68.2,338.48,4.1
266,광양시,2017-02,4.2,15.9,-5,1011.6,58,2.6,,,216.6,70.69,407.28,5.6
266,광양시,2017-03,8.4,19.9,-1.9,1008.6,59,2,,,231.6,62.33,527.55,10.7
266,광양시,2017-04,15.6,27.7,5,1003,65,2,,,235,59.9,586.56,18.1
266,광양시,2017-05,19.9,35.3,11.4,1002.6,66,1.6,,,279.5,64.4,700.19,23.8
266,광양시,2017-06,22.5,32.8,15,998.9,74,1.6,,,231.2,53.24,642.35,26.4
266,광양시,2017-07,27,35.4,21.7,998.5,89,1.3,,,136.1,31.84,486.58,29.9
266,광양시,2017-08,26.8,37,16.7,997.7,81,1.6,,,212.9,51.07,574.35,29.9
266,광양시,2017-09,22.1,29.3,12.4,1002.5,74,1.9,,,190.4,51.16,492.08,23.9
266,광양시,2017-10,17.2,29.3,4.6,1009.3,73,2.2,,,171.5,48.9,389.95,17.3
266,광양시,2017-11,9.6,21.1,-1.1,1011.7,61,1.6,,,208.4,67.07,345.37,9.5
266,광양시,2017-12,2.4,13,-6.4,1014.3,57,2.2,,,222.1,72.68,316.9,1.4
266,광양시,2018-01,.7,14.6,-11.3,1012.2,58,2.3,,,206.8,65.94,331.05,.5
266,광양시,2018-02,2.7,16,-9.8,1011.9,49,2.1,,,192.6,62.94,377.06,2.8
266,광양시,2018-03,9.6,23.6,-2.4,1009.2,71,2.4,,,208.8,56.25,480.35,9.5
266,광양시,2018-04,14.5,27.1,1.2,1005.6,69,2.2,,,217.2,55.38,554.68,15.2
266,광양시,2018-05,18.7,28.6,6.9,1001.9,75,1.8,,,190.3,43.85,559.53,20.1
266,광양시,2018-06,22.7,34.7,15.3,998.3,76,1.5,,,211.1,48.63,596.52,26.2
266,광양시,2018-07,27.8,37.3,18.9,999.4,79,1.5,,,233.1,56.45,587.48,31.8
266,광양시,2018-08,27.9,37.6,21,997.7,79,2,6.2,2.6,191.3,45.85,539.23,31.3
266,광양시,2018-09,21.6,30.1,11.6,1002.9,67,2,6.5,2.7,139.4,37.43,414.12,23.7
